sampno,chhwgt,cexphhwgt,hctfip
1031985,0.077124178,17.07183025,95
1032036,0.884112382,555.7966383,73
1032053,0.143316324,22.24910218,47
1032425,0.026115345,8.512583085,83
1032558,0.10476975,41.01927476,37
1033586,0.092835713,24.92725753,61
1033660,1.340004572,525.3716686,65
1033944,0.597480458,186.5494123,75
1034462,1.319561747,516.6325771,37
1034878,1.375811766,538.6554893,37
1035198,0.436207146,152.6917325,71
1035274,0.404149292,112.9095979,85
1035364,0.813858288,501.6316889,67
1035438,1.428365065,559.231068,37
1036062,1.275688345,523.0816317,59
1036222,0.170342317,23.56713941,33
1037295,2.150365116,1325.404313,67
1037751,1.046084561,195.3500658,101
1037895,1.39742114,489.1590087,71
1037952,2.00141576,448.2295499,81
1038024,0.102286784,16.21533445,107
1038232,0.510709979,200.2325661,65
1038404,0.026641216,4.223382716,107
1038428,1.698256945,664.8986789,37
1039341,1.133486647,712.5655977,73
1039423,0.109363065,17.57012507,29
1039620,1.086694233,303.5962484,85
1039879,0.065065537,16.56317572,19
1041076,0.845639826,189.3863165,81
1041304,1.446824776,404.2080658,85
1041305,1.148648604,449.7169533,37
1041422,1.316481748,460.8266528,71
1041494,1.788782489,474.0299856,13
1041766,0.588292866,131.7518587,81
1041770,0.09903375,21.61446268,111
1041879,1.000138037,391.5723482,37
1041893,1.320953614,541.6421453,59
1041948,1.290660133,811.3726009,73
1042011,1.168435,457.4636896,37
1042241,1.271011607,497.6243087,37
1042679,0.124566163,48.76993284,37
1043521,0.863407279,338.0397536,37
1043613,0.894110778,279.8177148,1
1043722,0.064124192,10.16548937,107
1044265,0.118039961,15.97486799,39
1044302,0.750767519,293.9392258,37
1044414,0.711076499,188.4363162,13
1044596,0.920428449,122.9504154,103
1044767,1.454125997,569.3169444,37
1044940,0.555971483,217.9781112,65
1044978,0.305548419,30.04919508,25
1045386,1.702314132,1049.24251,67
1045490,1.712272663,670.3860892,37
1045587,1.428365065,559.231068,37
1045607,1.241220802,388.4480278,1
1045672,0.876971057,232.3986175,13
1046885,0.125579831,20.17548921,29
1046924,1.398148528,878.9451062,73
1047092,1.138316308,356.2434051,1
1048704,1.803752581,631.3929273,71
1048730,1.320996563,462.4070371,71
1048736,1.463515565,572.9931322,37
1048852,0.812483994,215.3094513,13
1049769,0.057263112,20.04461366,71
1049908,1.52189206,475.1754902,75
1050315,1.162781919,455.8885018,65
1050385,1.209677621,270.9148525,81
1050668,0.029850693,6.515018156,111
1050783,0.949008362,296.9982665,1
1050821,1.977041005,618.7276898,1
1051191,1.206732362,473.1200237,65
1051203,0.597480458,186.5494123,75
1051388,0.9441671,294.7942737,75
1051649,0.916491483,358.8231909,37
1051795,1.456972056,454.905725,75
1052241,0.145755123,24.19605892,17
1052523,1.779508104,729.6672471,59
1052905,1.980701778,553.3604678,85
1053095,0.078527581,30.74498532,37
1053110,0.525419601,205.9997243,65
1053915,0.866035959,146.4329268,23
1054159,1.330452092,520.8963467,37
1054803,1.312101192,513.7116333,37
1054933,1.39742114,489.1590087,71
1055111,1.106994599,328.5708432,99
1055449,1.006237633,212.8516448,97
1055784,0.10210616,22.2850269,111
1055989,0.768013421,259.5458907,77
1056168,1.428365065,559.231068,37
1056368,1.041882877,364.7049416,71
1056450,0.093227965,36.50045464,37
1056785,1.456398148,597.1796505,59
1057600,0.068306689,17.38824804,19
1058056,0.131097049,12.89275464,25
1058112,0.62779158,212.1586945,77
1058315,0.051818511,11.30957149,111
1058468,0.630549815,396.3947057,73
1058471,1.150524707,402.734372,71
1058669,0.849113227,201.581821,7
1058857,0.971782181,610.9101966,73
1058917,1.061575471,667.3586864,73
1059023,1.202112155,471.3085926,65
1059184,1.134036716,354.9040792,1
1059246,0.484704112,189.7705319,37
1059276,0.064076919,14.27858777,41
1059297,1.394435805,876.6111056,73
1059465,0.614144848,240.4489494,37
1059818,1.447528693,909.9879129,73
1059890,0.54745758,214.3396632,37
1060021,1.473248553,908.0550883,67
1060069,2.085748743,495.1625016,7
1060292,1.100482401,431.4629126,65
1060437,1.606651399,1010.020292,73
1060749,1.828158172,510.7434509,85
1060782,0.942148674,125.8517933,103
1060914,1.01698236,398.1672088,37
1061035,1.440153365,563.846403,37
1061064,0.35521678,28.71986136,5
1061378,0.033324129,8.483037753,19
1061444,1.453831501,401.8390278,89
1061742,0.090658939,20.06781854,95
1061831,1.194338704,267.4796063,81
1061957,0.975190528,381.8049418,37
1062567,1.309449339,512.6733844,37
1062745,0.052352075,13.32681873,19
1062827,0.070660141,18.97290894,61
1063027,0.90300601,152.6839753,23
1063561,0.553718498,216.7909273,37
1063648,1.192126998,283.014236,7
1063692,0.486649805,190.5323064,37
1063952,0.902523701,556.2817201,67
1064066,1.251963038,438.24226,71
1064074,0.048745777,7.727577754,107
1064157,1.287232841,809.2180363,73
1064458,1.444170426,399.1687064,89
1064494,1.236483712,345.4438285,85
1064644,0.885349569,198.2795612,81
1064843,0.082471535,13.07405968,107
1064939,0.295330343,5.765973385,3
1065239,1.251153771,391.5566144,1
1065343,0.893102576,349.6660058,37
1065589,0.947095286,264.595658,85
1065623,0.70459668,288.9119295,59
1065778,1.275464811,431.0362835,77
1065850,0.059191742,9.509666769,29
1065856,0.822875809,288.0428123,71
1065904,0.039832578,8.876097283,41
1065929,0.52987757,165.8285912,1
1066319,1.205682621,255.0406789,97
1066337,1.885399484,526.7352975,85
1066375,1.030151697,634.9468246,67
1066380,0.935516364,366.2717801,37
1066541,0.651719254,203.9597294,1
1066658,0.056424571,11.08307586,45
1066662,1.764032381,1108.957738,73
1066671,0.492811831,172.5058681,71
1066772,1.576855005,646.5716272,59
1067070,0.153237117,6.471633192,27
1067129,0.784344144,307.0850892,37
1067135,0.061292193,8.530163529,87
1067240,0.649263967,254.1987273,37
1067366,1.717915265,672.5952713,37
1067415,1.203665534,376.6948652,1
1067632,0.927858743,363.2736815,37
1067722,1.152898962,305.5199176,13
1067758,0.15040248,14.25772963,93
1067881,1.497907642,586.4582596,37
1067909,1.600111496,626.4729393,37
1067918,0.07081054,8.65821653,53
1067977,0.056322164,12.46719837,95
1068481,1.106914042,374.0754828,77
1069520,0.080753089,17.62464436,111
1069723,0.85880398,268.1416198,75
1069944,0.041332982,9.021068059,111
1069984,0.98313742,183.595062,101
1070161,1.139654698,302.0101681,13
1071082,1.003692232,313.3796154,75
1087188,0.883547775,544.585672,67
1087406,0.197183473,23.84686145,79
1087526,1.328143063,414.6818605,75
1087626,0.625083093,15.22448152,91
1088092,0.041975268,4.862988367,115
1088146,0.811748224,215.1144711,13
1088815,0.309406266,35.84584765,115
1088852,1.031127031,273.2501769,13
1088859,0.182591594,22.32602041,53
1089378,2.00227491,626.6248026,1
1089625,0.125584967,15.18792243,79
1090175,0.979001297,383.8341716,65
1090627,1.031421183,404.3862831,65
1090909,1.263208389,517.9643666,59
1090920,0.047658897,6.632788983,87
1091333,0.076742739,12.73966767,17
1091766,0.656309445,256.957161,37
1092221,1.14941014,450.0151088,37
1092571,0.962964443,377.5466495,65
1092669,0.082383449,18.23599673,95
1092935,1.266943457,796.4631293,73
1093037,0.980849735,402.186382,59
1093177,0.513636156,201.0979565,37
1093245,0.702798111,275.1583246,37
1093311,0.749628788,293.4933918,37
1093343,0.037593861,9.569946659,19
1093438,0.975541022,601.2868553,67
1093539,0.779250911,243.3030196,75
1093938,1.375811766,538.6554893,37
1093999,1.021825581,282.4325911,89
1094164,1.911630739,1178.257407,67
1094328,0.89312901,200.0218155,81
1094608,0.951650633,390.213619,59
1094888,1.012653553,396.4724018,37
1095066,0.834577372,326.7523172,37
1095358,1.977041005,618.7276898,1
1095508,1.500135165,506.9623878,77
1095531,0.710796633,221.9297593,75
1095619,0.123330746,20.47350323,17
1095757,0.897620818,314.2068606,71
1095772,1.340004572,525.3716686,65
1096173,1.439636327,590.3066544,59
1096227,1.0418725,642.1710872,67
1096422,0.779037822,164.7915724,97
1096693,1.187403793,265.9264897,81
1097063,0.106633431,2.081890803,3
1097198,0.054940233,17.90837131,83
1097233,0.845630132,296.0078283,71
1097586,1.107096071,433.4483763,37
1097949,1.669951531,442.5396074,13
1098148,0.067695296,14.85515774,57
1098597,0.845630132,296.0078283,71
1098726,1.350490925,377.2947034,85
1098889,0.075871943,20.37232675,61
1098977,0.121994057,14.75364713,79
1099181,0.033046783,3.799866254,109
1119016,0.595281312,166.3072901,85
1119021,1.885399484,526.7352975,85
1119025,0.823322543,288.1991889,71
1119035,2.378227827,368.9553973,55
1119040,0.990672795,388.4101819,65
1119055,0.683609983,127.6600958,101
1119056,3.010622367,368.1178025,53
1119070,2.196506596,479.3952535,111
1119096,2.245440639,360.7495175,29
1119112,1.420289357,556.0692804,37
1119137,0.704874957,220.0808534,75
1119153,0.97308049,611.7263782,73
1119160,2.014663346,630.5018433,1
1119181,0.671601255,142.0652806,97
1119195,2.359490368,633.5452413,61
1119202,3.936892763,1057.092544,61
1119207,1.209702818,760.478841,73
1119227,3.908462941,245.1831232,69
1119231,1.257272273,492.9350583,65
1119314,1.075261419,376.3889028,71
1119352,1.005120945,139.0601338,33
1119360,0.928843756,325.1362656,71
1119400,0.803752441,226.7039173,113
1119433,1.964341964,500.0456847,19
1119434,1.466409069,921.8570485,73
1119453,0.834577372,326.7523172,37
1119463,0.960735732,393.9388617,59
1119544,1.440153365,563.846403,37
1119573,0.242936699,11.99471557,51
1119577,1.140129443,355.9789695,75
1119607,0.696008273,217.3124371,75
1119626,1.01698236,398.1672088,37
1119739,0.924920578,362.6309024,65
1119762,1.428365065,559.231068,37
1119773,0.165054285,10.75475187,11
1119821,1.282337982,502.7624976,65
1119839,1.086494105,683.0237685,73
1119842,1.460165027,203.2142392,87
1119891,1.375811766,538.6554893,37
1119917,2.542097693,408.4100468,29
1119973,2.148826372,356.7156224,17
1119993,1.161090061,161.5913469,87
1120071,1.187403793,265.9264897,81
1120119,2.76080932,185.7104423,63
1120121,1.034140612,361.9948073,71
1120163,0.979764078,401.7412203,59
1120185,3.665535,229.9439276,69
1120200,1.25145092,513.1433487,59
1120210,3.152424789,846.4555526,61
1120220,0.568357377,177.4564059,75
1120225,0.269325283,9.649609568,49
1120231,3.015079594,842.3407665,85
1120244,2.96332358,646.7557447,111
1120262,2.581905703,841.6004759,83
1120264,0.716056275,212.5351056,99
1120296,1.936686576,269.5327457,87
1120311,0.75273464,50.63395065,63
1120364,1.384191951,386.70996,85
1120368,1.375811766,538.6554893,37
1120421,1.119473392,703.7561745,73
1120424,1.398709573,87.74292777,69
1120441,1.504679368,420.3712482,85
1120451,1.152522046,321.986957,85
1120459,1.445904642,566.0981334,37
1120475,3.806378218,1240.730719,83
1120491,0.743521506,166.5162815,81
1120497,1.031421183,404.3862831,65
1120528,2.191115789,480.8217534,57
1120584,1.760878895,166.9263377,93
1120621,1.183703385,136.1074848,109
1120672,0.951650633,390.213619,59
1120681,1.020783663,400.2156614,65
1120697,0.73563818,205.5196252,85
1120710,0.380640048,50.8457252,103
1120776,1.071222899,419.991225,65
1120811,1.139102267,702.0998649,67
1120813,1.692134223,663.4301097,65
1120820,1.075181583,319.1283134,99
1120835,0.861799043,145.7165317,23
1120849,0.563468363,157.4195167,85
1120857,2.278955979,361.278672,107
1120910,0.478018597,187.1530306,37
1120921,1.209702818,760.478841,73
1120935,0.260696206,24.7132628,93
1120941,0.867796794,239.8590344,89
1120969,0.685834563,193.4443669,113
1121024,1.828108565,398.9910938,111
1121076,2.657915027,580.0992589,111
1121077,0.678057607,229.1458208,77
1121105,0.418847659,146.6151468,71
1121125,1.338643445,293.7539365,57
1121133,1.43808417,313.8669042,111
1121153,1.139322672,446.6909036,65
1121175,0.273327043,13.4952033,51
1121198,1.034253596,291.7183571,113
1121217,0.628072348,387.1202117,67
1121220,1.486201581,441.1245609,99
1121261,0.763520613,238.3915989,75
1121263,2.342891363,222.0994732,93
1121284,1.899858235,253.7822026,103
1121290,1.331435048,837.005723,73
1121291,3.145339911,696.2370321,95
1121295,0.926161179,274.8970588,99
1121310,0.714603675,279.780419,37
1121354,3.111688008,376.3195341,79
1121358,0.604582806,204.3154177,77
1121396,0.48718864,56.44258603,115
1121403,0.886007165,299.4212244,77
1121443,1.583046084,220.3158544,87
1121448,3.039752794,672.8647853,95
1121456,1.66868593,543.9264769,83
1121474,1.03419942,405.4755381,65
1121562,1.444137878,403.4574111,85
1121575,1.46374281,902.1961057,67
1121577,0.832610242,155.4850074,101
1121592,0.860501202,242.7102966,113
1121606,1.055930732,55.34417857,15
1121608,1.980701778,553.3604678,85
1121633,1.29010957,148.3425417,109
1121659,1.392901849,858.5323973,67
1121684,1.340004572,525.3716686,65
1121694,1.590664482,444.3934221,85
1121752,1.084963469,303.1127145,85
1121771,2.985285945,651.5491076,111
1121805,2.350953584,1449.039513,67
1121840,1.276106119,802.2232302,73
1121845,2.186307713,264.4064243,79
1121851,0.660255406,184.4594901,85
1121862,0.483101641,106.0125527,57
1121892,1.490010797,918.3867067,67
1121901,0.651719254,203.9597294,1
1121936,1.158870837,453.7191446,37
1121937,1.516808463,331.0487568,111
1121969,0.609133598,213.2236146,71
1122024,3.26299416,876.1444635,61
1122037,1.298416755,362.7464321,85
1122059,4.432951976,536.1097957,79
1122097,1.139513776,338.2229711,99
1122112,1.000138037,391.5723482,37
1122115,4.489993552,543.008257,79
1122119,0.99558945,348.5002012,71
1122153,1.830535561,387.2171864,97
1122180,5.000000115,611.3649706,53
1122194,0.164966378,5.519812416,105
1122209,0.030099602,1.007139512,105
1122229,1.502454856,419.7497729,85
1122248,0.868989584,271.3218384,75
1122302,0.409301591,160.2490649,37
1122319,1.006834068,394.7464847,65
1122320,0.995374771,295.4405812,99
1122335,1.071222899,419.991225,65
1122371,1.012653553,396.4724018,37
1122394,1.521102313,956.2399185,73
1122416,0.327553885,37.66360385,109
1122489,1.46374281,902.1961057,67
1122587,1.451079957,568.9206696,65
1122609,1.311180194,458.9708754,71
1122639,2.858541259,345.7046182,79
1122690,0.702817013,56.82391229,5
1122699,0.445305634,83.15817696,101
1122751,1.810019654,505.6759847,85
1122758,3.534538166,899.7570633,19
1122777,1.008471445,52.63130825,43
1122861,0.585579784,163.5969163,85
1122963,0.810765479,317.8744471,65
1122969,1.399910563,574.0175524,59
1122981,1.124837843,461.2270833,59
1123004,1.461856964,918.9953709,73
1123009,1.346941995,187.4567516,87
1123025,0.511641602,114.5853298,81
1123045,1.580724276,974.2990884,67
1123090,1.01262115,636.5835862,73
1123111,1.208964513,161.4929321,103
1123120,0.985522371,607.438984,67
1123124,1.402036522,371.5417366,13
1123134,1.276106119,802.2232302,73
1123142,0.938927345,368.1224949,65
1123148,1.74385096,202.0315124,115
1123162,0.418847659,146.6151468,71
1123190,0.533291779,147.401848,89
1123197,2.355517573,651.0650586,89
1123227,0.883816801,101.6251904,109
1123278,2.234249979,180.6427883,5
1123297,2.483170356,345.5880434,87
1123307,2.17279289,553.1092487,19
1123310,1.006834068,394.7464847,65
1123313,1.254412017,174.5791599,87
1123380,0.885828868,37.41103734,27
1123405,2.735826817,259.3486427,93
1123408,0.863407279,338.0397536,37
1123422,2.582573324,571.6657777,95
1123471,0.949379118,262.4083889,89
1123505,1.062767273,147.2857691,31
1123507,1.625006159,217.0675868,103
1123521,0.920139202,322.0892877,71
1123587,1.084963469,303.1127145,85
1123623,2.496953157,301.9750843,79
1123632,4.20602215,1070.690981,19
1123658,1.174018992,134.9939302,109
1123731,1.552526509,347.6980006,81
1123798,0.802501079,53.98157315,63
1123807,0.829383589,280.2856,77
1123808,3.56426226,777.9127151,111
1123818,1.365643676,190.0595039,87
1123864,3.582857913,438.0867545,53
1123871,1.000418608,296.9376596,99
1123874,1.33862218,524.8296781,65
1123906,0.948538734,200.6464706,97
1123920,0.943878843,330.3992088,71
1123958,0.637277724,176.1435632,89
1123992,1.382267198,566.7830895,59
1124059,1.340004572,525.3716686,65
1124111,2.4470351,622.920736,19
1124120,0.903767127,354.337331,65
1124128,1.108990698,454.72914,59
1124152,1.555772098,125.7867349,5
1124168,1.011339654,213.9308866,97
1124174,2.082593905,241.2761217,115
1124180,1.131885976,107.2995885,93
1124188,0.667619908,34.99176061,15
1124190,1.161570966,253.5169296,111
1124202,2.055972513,670.1667854,83
1124218,0.38332379,71.58343644,101
1124270,0.957829549,284.2966559,99
1124271,1.21759247,340.1660694,85
1124273,1.546897545,215.2849862,87
1124293,0.659204101,184.165781,85
1124301,1.473815203,92.45440467,69
1124315,1.857139302,492.1446416,13
1124326,1.161570966,253.5169296,111
1124334,1.595423307,222.0384186,87
1124343,2.79920346,175.597788,69
1124362,4.999999888,1106.775478,95
1124420,1.01698236,398.1672088,37
1124442,1.116232938,437.0256268,37
1124453,1.409422913,868.715361,67
1124459,1.170812235,247.66447,97
1124474,0.762198882,161.2295947,97
1124555,1.219482538,169.7179508,87
1124584,1.0418725,642.1710872,67
1124585,1.590664482,444.3934221,85
1124639,1.218936453,426.6814989,71
1124647,0.596230672,166.5725183,85
1124671,0.866161071,339.5932349,65
1124692,3.511746038,220.2965397,69
1124727,2.056813566,448.9067609,111
1124736,0.614144848,240.4489494,37
1124754,1.404766537,550.7627028,65
1124769,0.827187742,219.2059661,13
1124771,0.076111306,2.546701555,105
1124787,1.15750601,474.622297,59
1124793,1.900765136,1171.560258,67
1124796,2.102602749,458.9004102,111
1124836,1.466409069,921.8570485,73
1124859,1.438135645,313.8781388,111
1124880,1.122326438,440.0272402,65
1124912,0.892142693,46.75960556,15
1124914,1.698067372,226.8270706,103
1124957,3.434850738,231.0509622,63
1124983,1.161570966,253.5169296,111
1124990,1.323300449,542.6044387,59
1125031,1.431096318,561.0857429,65
1125070,1.146043964,706.3784665,67
1125072,1.158870837,453.7191446,37
1125091,0.48718864,56.44258603,115
1125102,0.843825895,233.2334777,89
1125121,1.918722557,418.7679147,111
1125147,2.588095465,729.9901688,113
1125216,0.757382538,265.1172799,71
1125227,0.591595059,38.54766983,11
1125231,0.928843756,325.1362656,71
1125257,0.887943069,198.8603917,81
1125263,1.375811766,538.6554893,37
1125269,0.896294907,563.4551741,73
1125309,1.099705371,344.1598642,1
1125322,0.952322691,282.6621466,99
1125334,1.303048172,284.394825,111
1125362,0.616341969,130.3761631,97
1125371,4.614637893,558.0824226,79
1125399,1.181207641,330.0010227,85
1125422,0.723842967,296.8036524,59
1125423,1.493431872,182.6063823,53
1125450,1.004171042,280.5412525,85
1125468,1.996836138,392.2242745,45
1125492,0.777171692,217.1230902,85
1125509,0.992078635,406.7906659,59
1125544,1.146004347,159.4918363,87
1125585,0.876558768,244.8894505,85
1125628,0.710986743,81.75242093,109
1125629,2.207833433,690.9556635,1
1125652,1.573676409,531.8152446,77
1125669,0.693286347,117.223711,23
1125754,0.803947622,281.4171123,71
1125761,1.319561747,516.6325771,37
1125843,0.402387473,90.11718574,81
1125926,0.757382538,265.1172799,71
1125937,0.993878863,216.9175409,111
1125964,1.830535561,387.2171864,97
1126000,0.584559084,164.8789197,113
1126014,2.26867992,502.1838718,95
1126030,0.864489553,182.8673637,97
1126072,1.714865774,320.2409771,101
1126078,1.632849405,432.7074894,13
1126100,1.772860437,553.5345439,75
1126125,1.669951531,442.5396074,13
1126141,2.658762831,866.6528994,83
1126163,1.309365396,807.0436641,67
1126172,3.418603101,746.122094,111
1126202,0.806411597,330.6599891,59
1126204,0.425210128,22.19137233,43
1126205,1.423353853,393.4150058,89
1126234,0.995822592,408.3258333,59
1126248,1.105830355,373.7092567,77
1126265,1.769525436,1112.410943,73
1126269,2.020632954,281.2157399,87
1126279,1.593832834,347.8595953,111
1126291,1.936686576,269.5327457,87
1126293,0.809092682,263.7326318,83
1126298,1.604900272,254.4218688,107
1126371,2.195203434,491.6295088,81
1126396,0.773525701,302.8494706,37
1126460,1.603101966,349.8826158,111
1126496,1.012653553,396.4724018,37
1126498,1.108990698,454.72914,59
1126501,0.757382538,265.1172799,71
1126522,0.430270293,121.3607025,113
1126560,2.159260444,471.2661506,111
1126567,0.81353226,229.4623826,113
1126605,0.823322543,288.1991889,71
1126634,2.102542864,685.3469021,83
1126700,1.004364531,393.2270977,37
1126706,1.161912,455.5474356,65
1126760,3.92239545,1053.19988,61
1126819,4.415642558,534.0164393,79
1126845,1.158870837,453.7191446,37
1126849,1.404891424,457.9397652,83
1126853,0.774490548,173.4519916,81
1126929,1.463515565,572.9931322,37
1126939,1.886030638,411.6327889,111
1126968,0.305059473,50.64135536,17
1126992,0.992500411,137.3140621,33
1127004,1.73805424,389.2480938,81
1127048,4.951753572,1080.737551,111
1127124,1.702527414,666.5706458,37
1127133,2.110130643,687.8202217,83
1127139,1.083726553,237.8145893,57
1127178,2.037719947,444.7395117,111
1127220,0.637350302,73.28537506,109
1127225,0.871001722,184.2448972,97
1127272,0.660255406,184.4594901,85
1127294,1.031421183,404.3862831,65
1127306,0.811438779,317.6931346,37
1127315,1.367369762,385.6760685,113
1127337,1.031205761,403.7359309,37
1127407,0.965948803,210.8217077,111
1127417,1.720111998,705.3125432,59
1127424,1.53138596,423.2750801,89
1127449,1.158441911,245.0477483,97
1127460,1.460165027,203.2142392,87
1127481,1.605998462,502.6075411,1
1127492,1.274716584,356.1251738,85
1127511,1.189761716,416.469055,71
1127542,0.56900613,233.3145523,59
1127544,2.657915027,580.0992589,111
1127599,4.283731905,518.0635046,79
1127626,1.112463214,249.1430794,81
1127646,2.909708931,310.7106183,9
1127714,1.276591469,446.8632967,71
1127757,1.004752801,134.2144241,103
1127843,0.698756641,29.51045257,27
1127863,2.960428847,185.7116728,69
1127931,1.140129443,355.9789695,75
1127975,0.537679881,28.06107767,43
1127985,1.602385006,1007.338227,73
1128023,1.031157381,422.8144652,59
1128050,0.731451724,286.7781356,65
1128079,2.736198807,334.5632129,53
1128088,3.428872316,414.6789874,79
1128102,0.70459668,288.9119295,59
1128114,2.405294292,381.3068509,107
1128182,1.234655699,344.9331254,85
1128195,1.365643676,190.0595039,87
1128201,3.701378252,447.6351536,79
1128205,1.426709209,499.4111241,71
1128248,2.700412057,725.0859048,61
1128255,1.7117243,578.4677666,77
1128267,2.31685737,455.0837616,45
1128288,2.531479841,552.5043369,111
1128323,1.080551187,241.9961819,81
1128330,1.330599961,520.9542402,37
1128357,4.218659593,1132.749574,61
1128378,0.306064196,15.9732426,43
1128379,2.303569111,618.5298605,61
1128385,1.378926614,449.4762503,83
1128394,1.694477408,379.4887903,81
1128407,2.451124525,534.9665079,111
1128489,2.205288148,266.7018693,79
1128525,1.287232841,809.2180363,73
1128531,0.476036235,106.6112856,81
1128544,1.989349714,434.1825389,111
1128569,3.789486952,827.0687927,111
1128600,1.805991507,1113.145351,67
1128614,1.107096071,433.4483763,37
1128657,3.015079594,842.3407665,85
1128679,0.725639669,297.5403701,59
1128720,1.01698236,398.1672088,37
1128740,0.660255406,184.4594901,85
1128752,0.231261698,11.41827605,51
1128762,2.496953157,301.9750843,79
1128764,0.924810644,288.7506693,75
1128783,0.928843756,325.1362656,71
1128793,1.008533349,413.5377357,59
1128811,1.808969629,589.6534868,83
1128892,0.689391544,116.5651616,23
1128902,1.560757363,639.9709703,59
1128909,1.611284643,340.8385608,97
1128956,0.698814958,286.5411996,59
1129020,1.286550083,177.9963172,33
1129034,0.979001297,383.8341716,65
1129093,1.180390799,462.7923641,65
1129102,2.490876985,777.7185541,75
1129114,1.17377203,111.2702679,93
1129118,1.234125548,506.0392751,59
1129134,1.397801068,305.0749762,111
1129139,1.989967286,555.9490279,85
1129144,1.07437698,662.2056283,67
1129163,1.031205761,403.7359309,37
1129186,2.153256615,341.3517846,107
1129206,1.136359942,91.87657169,5
1129228,0.765325084,300.0587647,65
1129234,1.271011607,497.6243087,37
1129264,1.428365065,559.231068,37
1129266,0.549507932,225.3195356,59
1129273,0.616341969,130.3761631,97
1129317,1.242136637,243.9840366,45
1129322,1.364550131,534.246353,37
1129328,0.838023558,526.8229311,73
1129339,0.576558382,201.820853,71
1129350,0.70893327,290.6900993,59
1129381,0.700174567,116.2323814,17
1129387,1.17271428,459.1391061,37
1129389,0.542140945,340.8165305,73
1129417,1.590664482,444.3934221,85
1129465,1.727974421,163.8070868,93
1129482,0.702718411,148.6475608,97
1129504,0.597507592,94.72177237,107
1129578,0.704874957,220.0808534,75
1129588,2.330535185,508.6474622,111
1129590,1.218691779,766.1297451,73
1129592,0.924920578,362.6309024,65
1129619,2.414109952,382.7043811,107
1129621,0.915050632,199.7130036,111
1129629,4.445332927,704.7103988,107
1129690,0.301220813,34.63571011,109
1129694,0.845303177,250.8973195,99
1129697,0.476036235,106.6112856,81
1129721,1.207340309,758.9936515,73
1129722,0.73563818,205.5196252,85
1129751,0.743276284,89.88991964,79
1129788,1.031157381,422.8144652,59
1129790,1.055562488,413.8512935,65
1129800,0.918870827,360.2589944,65
1129862,1.953074472,545.6420624,85
1130013,1.133486647,712.5655977,73
1130038,0.597480458,186.5494123,75
1130076,0.977137828,206.6960996,97
1130096,3.491087804,937.389741,61
1130118,1.461856964,918.9953709,73
1130155,0.885880353,234.759594,13
1130158,3.079781472,672.1730872,111
1130177,1.170286556,721.3206894,67
1130219,1.595423307,222.0384186,87
1130232,1.150241582,402.6352655,71
1130259,1.491629347,325.5533266,111
1130304,1.772549477,168.0326759,93
1130319,0.720402621,295.3929773,59
1130354,0.415957317,256.3804714,67
1130387,1.375811766,538.6554893,37
1130422,1.219015518,140.1678311,109
1130466,1.321654617,205.1798978,47
1130487,0.826982856,185.2079716,81
1130497,4.999999888,1106.775478,95
1130554,0.250879898,13.09321875,43
1130557,1.293690076,813.2773729,73
1130563,0.652990554,220.6745486,77
1130604,1.081634463,302.1826703,85
1130614,1.17664442,461.3235323,65
1130655,0.829742147,325.3145737,65
1130657,1.291971329,529.7582857,59
1130664,1.340004572,525.3716686,65
1130674,0.968497511,379.7159832,65
1130691,2.082593905,241.2761217,115
1130712,1.009711717,299.6959789,99
1130726,0.861998857,240.8217613,85
1130807,1.234655699,344.9331254,85
1130897,0.478018597,187.1530306,37
1130903,1.276591469,446.8632967,71
1130929,4.913144253,594.1830131,79
1130949,2.056813566,448.9067609,111
1130977,1.174018992,134.9939302,109
1131021,1.213417101,321.5573132,13
1131046,1.936686576,269.5327457,87
1131130,0.514629792,115.2545537,81
1131137,5.000000063,604.6871311,79
1131165,1.681048408,366.8946996,111
1131240,1.272062528,284.8863418,81
1131268,1.04656054,327.5278475,1
1131273,1.60951101,382.102351,7
1131308,1.366351592,427.6085128,1
1131317,0.723842967,296.8036524,59
1131349,0.587479637,183.4268881,75
1131380,1.382457844,542.0161987,65
1131385,0.885349569,198.2795612,81
1131396,0.613126276,137.3134558,81
1131418,1.218936453,426.6814989,71
1131420,1.206416382,81.56009568,35
1131425,1.738263977,232.1965149,103
1131475,1.13995134,223.9125078,45
1131510,1.02276488,400.4311714,37
1131529,0.903839793,568.1982616,73
1131548,0.851961083,298.2239403,71
1131592,1.244898283,210.492529,23
1131613,1.262301426,441.8611515,71
1131654,1.351537021,285.8935787,97
1131660,0.74890447,262.1495822,71
1131686,1.847118196,602.0884306,83
1131688,1.076978933,663.8093748,67
1131691,1.117521246,70.10360686,69
1131695,1.33670958,377.0281527,113
1131721,1.164713475,456.0066443,37
1131773,0.803984657,157.9209695,45
1131836,0.784567322,132.6578742,23
1131908,2.440271281,339.6176888,87
1131917,1.803090046,535.1813072,99
1131986,0.738724388,38.71853825,15
1131992,0.334199559,14.11418464,27
1132006,0.528962037,111.8924954,97
1132007,1.007863695,115.8886544,109
1132045,1.428365065,559.231068,37
1132059,0.708379436,221.6918975,1
1132068,0.600081792,169.2572066,113
1132091,1.731535062,234.3362689,39
1132119,2.176351799,681.1032836,1
1132132,4.812580855,1050.362618,111
1132139,0.994333525,310.4575761,75
1132150,1.006237633,212.8516448,97
