sampno,vehno,trip,startplace,endplace,startgpsplaceid,endgpsplaceid,newgpslist
2052046,2,2.0,REDACTED,REDACTED,2.0,3.0,
2052046,2,3.0,REDACTED,REDACTED,3.0,5.0,4
2052046,2,4.0,REDACTED,REDACTED,5.0,6.0,
2052046,2,5.0,REDACTED,REDACTED,6.0,8.0,7
2052046,2,999.0,REDACTED,REDACTED,8.0,9.0,9
2055542,1,1.0,REDACTED,REDACTED,1.0,2.0,
2055542,1,2.0,REDACTED,REDACTED,2.0,3.0,
2055542,1,3.0,REDACTED,REDACTED,3.0,4.0,
2055542,1,4.0,REDACTED,REDACTED,4.0,5.0,
2055542,1,5.0,REDACTED,REDACTED,5.0,6.0,
2059750,1,1.0,REDACTED,REDACTED,1.0,2.0,
2059750,1,2.0,REDACTED,REDACTED,2.0,3.0,
2059750,1,3.0,REDACTED,REDACTED,3.0,4.0,
2059750,1,4.0,REDACTED,REDACTED,4.0,6.0,5
2061644,1,1.0,REDACTED,REDACTED,1.0,2.0,
2061644,1,2.0,REDACTED,REDACTED,2.0,3.0,
2061644,2,1.0,REDACTED,REDACTED,1.0,4.0,"2, 3"
2061644,2,2.0,REDACTED,REDACTED,4.0,5.0,
2065077,1,1.0,REDACTED,REDACTED,,,
2065077,1,2.0,REDACTED,REDACTED,1.0,2.0,
2067735,1,1.0,REDACTED,REDACTED,,,
2067735,1,2.0,REDACTED,REDACTED,1.0,2.0,
2076915,1,1.0,REDACTED,REDACTED,2.0,3.0,
2076915,1,2.0,REDACTED,REDACTED,3.0,4.0,
2076915,1,3.0,REDACTED,REDACTED,4.0,5.0,
2076915,1,4.0,REDACTED,REDACTED,5.0,8.0,"6, 7"
2076915,2,1.0,REDACTED,REDACTED,1.0,3.0,2
2076915,2,2.0,REDACTED,REDACTED,3.0,5.0,4
2076915,2,3.0,REDACTED,REDACTED,5.0,6.0,
2076915,2,4.0,REDACTED,REDACTED,6.0,7.0,
2076915,2,5.0,REDACTED,REDACTED,7.0,8.0,
2076915,2,6.0,REDACTED,REDACTED,8.0,9.0,
2077038,1,1.0,REDACTED,REDACTED,1.0,2.0,
2077038,1,2.0,REDACTED,REDACTED,2.0,3.0,
2079481,1,1.0,REDACTED,REDACTED,1.0,,
2079481,1,2.0,REDACTED,REDACTED,,2.0,
2079481,1,3.0,REDACTED,REDACTED,2.0,3.0,
2079481,1,4.0,REDACTED,REDACTED,3.0,4.0,
2081194,1,1.0,REDACTED,REDACTED,1.0,2.0,
2081194,1,2.0,REDACTED,REDACTED,2.0,3.0,
2081194,1,3.0,REDACTED,REDACTED,3.0,4.0,
2087385,1,1.0,REDACTED,REDACTED,1.0,2.0,
2087385,1,2.0,REDACTED,REDACTED,2.0,4.0,3
2087385,1,3.0,REDACTED,REDACTED,4.0,5.0,
2089020,1,1.0,REDACTED,REDACTED,1.0,2.0,
2089020,1,2.0,REDACTED,REDACTED,2.0,3.0,
2089664,1,1.0,REDACTED,REDACTED,1.0,2.0,
2089664,1,2.0,REDACTED,REDACTED,2.0,3.0,
2090417,2,1.0,REDACTED,REDACTED,1.0,2.0,
2090417,2,2.0,REDACTED,REDACTED,2.0,3.0,
2090417,2,3.0,REDACTED,REDACTED,3.0,5.0,4
2090417,2,4.0,REDACTED,REDACTED,,,
2093623,1,1.0,REDACTED,REDACTED,1.0,2.0,
2093623,1,2.0,REDACTED,REDACTED,2.0,4.0,3
2093623,2,1.0,REDACTED,REDACTED,1.0,2.0,
2093623,2,2.0,REDACTED,REDACTED,2.0,3.0,
2093623,2,3.0,REDACTED,REDACTED,3.0,4.0,
2093623,2,4.0,REDACTED,REDACTED,4.0,5.0,
2093665,1,1.0,REDACTED,REDACTED,1.0,2.0,
2093665,1,2.0,REDACTED,REDACTED,2.0,3.0,
2093665,1,3.0,REDACTED,REDACTED,3.0,4.0,
2093665,1,4.0,REDACTED,REDACTED,4.0,5.0,
2094759,1,1.0,REDACTED,REDACTED,1.0,2.0,
2094759,1,2.0,REDACTED,REDACTED,2.0,3.0,
2094759,1,3.0,REDACTED,REDACTED,3.0,4.0,
2094759,1,4.0,REDACTED,REDACTED,4.0,5.0,
2094759,1,5.0,REDACTED,REDACTED,5.0,6.0,
2094759,1,6.0,REDACTED,REDACTED,6.0,7.0,
2094759,2,1.0,REDACTED,REDACTED,1.0,2.0,
2094759,2,2.0,REDACTED,REDACTED,2.0,3.0,
2097623,1,1.0,REDACTED,REDACTED,1.0,2.0,
2097623,1,2.0,REDACTED,REDACTED,2.0,3.0,
2097623,1,3.0,REDACTED,REDACTED,,,
2097623,1,4.0,REDACTED,REDACTED,3.0,4.0,
2097623,1,5.0,REDACTED,REDACTED,4.0,5.0,
2097623,1,6.0,REDACTED,REDACTED,5.0,6.0,
2102763,1,1.0,REDACTED,REDACTED,1.0,2.0,
2102763,1,2.0,REDACTED,REDACTED,2.0,3.0,
2102763,1,3.0,REDACTED,REDACTED,3.0,4.0,
2102763,1,4.0,REDACTED,REDACTED,4.0,5.0,
2102763,1,5.0,REDACTED,REDACTED,5.0,8.0,"6, 7"
2102763,1,6.0,REDACTED,REDACTED,8.0,9.0,
2102763,1,7.0,REDACTED,REDACTED,9.0,10.0,
2102763,1,8.0,REDACTED,REDACTED,10.0,12.0,11
2102763,1,9.0,REDACTED,REDACTED,12.0,14.0,13
2102763,1,10.0,REDACTED,REDACTED,14.0,15.0,
2102763,1,11.0,REDACTED,REDACTED,15.0,16.0,
2102763,1,12.0,REDACTED,REDACTED,16.0,17.0,
2105161,1,1.0,REDACTED,REDACTED,1.0,2.0,
2105161,1,2.0,REDACTED,REDACTED,2.0,3.0,
2110228,1,1.0,REDACTED,REDACTED,1.0,2.0,
2110228,1,2.0,REDACTED,REDACTED,2.0,3.0,
2110228,1,3.0,REDACTED,REDACTED,3.0,4.0,
2110228,1,4.0,REDACTED,REDACTED,4.0,5.0,
2110228,1,5.0,REDACTED,REDACTED,5.0,6.0,
1411889,2,3.0,REDACTED,REDACTED,3.0,4.0,
1411889,2,4.0,REDACTED,REDACTED,4.0,5.0,
1411889,2,5.0,REDACTED,REDACTED,5.0,6.0,
1411889,2,6.0,REDACTED,REDACTED,6.0,8.0,7
1411889,2,7.0,REDACTED,REDACTED,8.0,9.0,
1411889,2,8.0,REDACTED,REDACTED,9.0,10.0,
1411889,2,9.0,REDACTED,REDACTED,10.0,11.0,
1411889,3,1.0,REDACTED,REDACTED,1.0,2.0,
1430629,2,1.0,REDACTED,REDACTED,1.0,2.0,
1430629,2,1.5,REDACTED,REDACTED,2.0,4.0,3
1430629,2,2.0,REDACTED,REDACTED,4.0,7.0,"5, 6"
1430629,2,3.0,REDACTED,REDACTED,7.0,10.0,"8, 9"
1430629,2,3.5,REDACTED,REDACTED,10.0,12.0,11
1430629,2,4.0,REDACTED,REDACTED,12.0,13.0,
1433441,1,1.0,REDACTED,REDACTED,1.0,2.0,
1433441,1,2.0,REDACTED,REDACTED,,,
1433441,1,3.0,REDACTED,REDACTED,2.0,3.0,
1433441,1,4.0,REDACTED,REDACTED,3.0,4.0,
1433441,1,999.0,REDACTED,REDACTED,4.0,6.0,"5, 6"
1433441,2,1.0,REDACTED,REDACTED,1.0,2.0,
1433441,2,2.0,REDACTED,REDACTED,2.0,4.0,3
1433441,2,3.0,REDACTED,REDACTED,4.0,6.0,5
1433441,2,4.0,REDACTED,REDACTED,6.0,7.0,
1433441,2,5.0,REDACTED,REDACTED,7.0,8.0,
1433441,2,6.0,REDACTED,REDACTED,8.0,10.0,9
1433441,2,7.0,REDACTED,REDACTED,10.0,11.0,
1433441,2,8.0,REDACTED,REDACTED,11.0,12.0,
1433441,2,9.0,REDACTED,REDACTED,12.0,13.0,
1433441,2,10.0,REDACTED,REDACTED,13.0,14.0,
1433441,2,11.0,REDACTED,REDACTED,14.0,15.0,
1433441,2,12.0,REDACTED,REDACTED,15.0,16.0,
1433441,2,13.0,REDACTED,REDACTED,16.0,18.0,17
1433441,3,1.0,REDACTED,REDACTED,1.0,2.0,
1433441,3,2.0,REDACTED,REDACTED,2.0,3.0,
1433441,3,3.0,REDACTED,REDACTED,3.0,4.0,
1433441,3,4.0,REDACTED,REDACTED,4.0,7.0,"5, 6"
1437535,1,1.0,REDACTED,REDACTED,1.0,2.0,
1437535,1,2.0,REDACTED,REDACTED,2.0,4.0,3
1437535,1,3.0,REDACTED,REDACTED,4.0,5.0,
1437535,2,1.0,REDACTED,REDACTED,1.0,2.0,
1437535,2,2.0,REDACTED,REDACTED,2.0,3.0,
1437535,2,3.0,REDACTED,REDACTED,3.0,4.0,
1437535,2,4.0,REDACTED,REDACTED,4.0,5.0,
1442488,1,1.0,REDACTED,REDACTED,1.0,2.0,
1442488,1,2.0,REDACTED,REDACTED,2.0,3.0,
1442488,1,3.0,REDACTED,REDACTED,3.0,4.0,
1452274,2,1.0,REDACTED,REDACTED,1.0,3.0,2
1452274,2,2.0,REDACTED,REDACTED,3.0,4.0,
1452274,2,3.0,REDACTED,REDACTED,4.0,7.0,"5, 6"
1452274,3,1.0,REDACTED,REDACTED,1.0,3.0,2
1452274,3,2.0,REDACTED,REDACTED,3.0,4.0,
1452274,3,3.0,REDACTED,REDACTED,,,
1452274,3,4.0,REDACTED,REDACTED,4.0,5.0,
1454465,1,1.0,REDACTED,REDACTED,1.0,2.0,
1454465,1,2.0,REDACTED,REDACTED,2.0,3.0,
1454465,1,3.0,REDACTED,REDACTED,3.0,4.0,
1454465,1,4.0,REDACTED,REDACTED,4.0,5.0,
1458064,1,1.0,REDACTED,REDACTED,1.0,2.0,
1458064,1,2.0,REDACTED,REDACTED,2.0,3.0,
1470126,3,1.0,REDACTED,REDACTED,1.0,2.0,
1470126,3,2.0,REDACTED,REDACTED,2.0,3.0,
1502994,1,1.0,REDACTED,REDACTED,1.0,2.0,
1502994,1,2.0,REDACTED,REDACTED,,,
1502994,1,3.0,REDACTED,REDACTED,,,
1502994,1,4.0,REDACTED,REDACTED,2.0,3.0,
1502994,1,5.0,REDACTED,REDACTED,3.0,4.0,
1502994,1,6.0,REDACTED,REDACTED,4.0,5.0,
1502994,1,7.0,REDACTED,REDACTED,,,
1502994,1,8.0,REDACTED,REDACTED,,,
1502994,1,9.0,REDACTED,REDACTED,,,
1502994,3,1.0,REDACTED,REDACTED,1.0,2.0,
1502994,3,2.0,REDACTED,REDACTED,2.0,5.0,"3, 4"
1532601,1,1.0,REDACTED,REDACTED,1.0,2.0,
1532601,1,2.0,REDACTED,REDACTED,2.0,3.0,
1532601,1,3.0,REDACTED,REDACTED,3.0,4.0,
1532601,1,4.0,REDACTED,REDACTED,4.0,5.0,
1532601,1,5.0,REDACTED,REDACTED,5.0,7.0,6
1675855,1,1.0,REDACTED,REDACTED,1.0,2.0,
1675855,1,2.0,REDACTED,REDACTED,2.0,3.0,
1675855,1,3.0,REDACTED,REDACTED,3.0,4.0,
1675855,1,4.0,REDACTED,REDACTED,4.0,5.0,
1675855,1,5.0,REDACTED,REDACTED,5.0,6.0,
1675855,2,1.0,REDACTED,REDACTED,1.0,2.0,
1675855,2,2.0,REDACTED,REDACTED,2.0,3.0,
1675855,3,1.0,REDACTED,REDACTED,1.0,3.0,2
1675855,3,2.0,REDACTED,REDACTED,3.0,4.0,
1675855,3,3.0,REDACTED,REDACTED,4.0,5.0,
1675855,3,4.0,REDACTED,REDACTED,5.0,6.0,
1675855,3,5.0,REDACTED,REDACTED,6.0,7.0,
1677168,1,1.0,REDACTED,REDACTED,1.0,2.0,
1677168,1,2.0,REDACTED,REDACTED,2.0,4.0,3
1677168,1,3.0,REDACTED,REDACTED,4.0,5.0,
1677168,1,4.0,REDACTED,REDACTED,5.0,6.0,
1677168,1,5.0,REDACTED,REDACTED,6.0,7.0,
1677168,1,6.0,REDACTED,REDACTED,7.0,8.0,
1677168,1,7.0,REDACTED,REDACTED,8.0,9.0,
1680806,1,1.0,REDACTED,REDACTED,1.0,2.0,
1680806,1,2.0,REDACTED,REDACTED,2.0,3.0,
1680806,1,3.0,REDACTED,REDACTED,3.0,4.0,
1680806,1,4.0,REDACTED,REDACTED,,,
1680876,1,1.0,REDACTED,REDACTED,1.0,2.0,
1680876,1,2.0,REDACTED,REDACTED,2.0,3.0,
1680876,1,3.0,REDACTED,REDACTED,3.0,5.0,4
1680876,1,4.0,REDACTED,REDACTED,5.0,6.0,
1680876,1,5.0,REDACTED,REDACTED,6.0,7.0,
1680876,1,6.0,REDACTED,REDACTED,7.0,9.0,8
1680876,1,7.0,REDACTED,REDACTED,9.0,10.0,
1680876,1,8.0,REDACTED,REDACTED,,,
1680876,1,9.0,REDACTED,REDACTED,,,
1680876,2,1.0,REDACTED,REDACTED,1.0,3.0,2
1680876,2,2.0,REDACTED,REDACTED,3.0,4.0,
1680876,2,3.0,REDACTED,REDACTED,4.0,5.0,
1680876,2,4.0,REDACTED,REDACTED,5.0,6.0,
1680876,2,5.0,REDACTED,REDACTED,6.0,8.0,7
1680876,2,6.0,REDACTED,REDACTED,8.0,9.0,
1680876,2,7.0,REDACTED,REDACTED,9.0,10.0,
1680876,2,8.0,REDACTED,REDACTED,10.0,11.0,
1680876,2,9.0,REDACTED,REDACTED,11.0,12.0,
1680876,3,1.0,REDACTED,REDACTED,1.0,2.0,
1680876,3,1.5,REDACTED,REDACTED,2.0,4.0,3
1680876,3,2.0,REDACTED,REDACTED,4.0,5.0,
1680876,3,3.0,REDACTED,REDACTED,5.0,8.0,"6, 7"
1681108,1,1.0,REDACTED,REDACTED,1.0,2.0,
1681108,1,2.0,REDACTED,REDACTED,2.0,3.0,
1681108,1,3.0,REDACTED,REDACTED,3.0,4.0,
1681108,1,4.0,REDACTED,REDACTED,4.0,5.0,
1681108,1,5.0,REDACTED,REDACTED,5.0,6.0,
1681108,2,1.0,REDACTED,REDACTED,1.0,2.0,
1681108,2,2.0,REDACTED,REDACTED,2.0,3.0,
1681108,2,3.0,REDACTED,REDACTED,3.0,5.0,4
1681108,2,4.0,REDACTED,REDACTED,5.0,6.0,
1681108,2,5.0,REDACTED,REDACTED,6.0,7.0,
1681108,2,6.0,REDACTED,REDACTED,7.0,8.0,
1681108,2,7.0,REDACTED,REDACTED,8.0,11.0,"9, 10"
1682791,1,1.0,REDACTED,REDACTED,1.0,2.0,
1682791,1,2.0,REDACTED,REDACTED,2.0,3.0,
1682791,1,3.0,REDACTED,REDACTED,3.0,4.0,
1682791,2,1.0,REDACTED,REDACTED,1.0,2.0,
1682791,2,2.0,REDACTED,REDACTED,2.0,3.0,
1682791,2,2.5,REDACTED,REDACTED,3.0,4.0,
1682791,2,3.0,REDACTED,REDACTED,4.0,5.0,
1682791,2,4.0,REDACTED,REDACTED,5.0,6.0,
1682791,2,5.0,REDACTED,REDACTED,6.0,7.0,
1682791,2,6.0,REDACTED,REDACTED,7.0,9.0,8
1682791,2,7.0,REDACTED,REDACTED,9.0,10.0,
1682791,2,8.0,REDACTED,REDACTED,10.0,11.0,
1682791,2,9.0,REDACTED,REDACTED,11.0,,
1682791,2,10.0,REDACTED,REDACTED,,17.0,
1687233,1,1.0,REDACTED,REDACTED,1.0,2.0,
1687233,1,2.0,REDACTED,REDACTED,2.0,3.0,
1687233,1,3.0,REDACTED,REDACTED,3.0,4.0,
1690986,1,1.0,REDACTED,REDACTED,,,
1690986,1,2.0,REDACTED,REDACTED,,,
1690986,1,3.0,REDACTED,REDACTED,,,
1690986,1,4.0,REDACTED,REDACTED,,,
1690986,1,5.0,REDACTED,REDACTED,1.0,2.0,
1690986,1,6.0,REDACTED,REDACTED,2.0,3.0,
1690986,1,7.0,REDACTED,REDACTED,3.0,4.0,
1690986,1,8.0,REDACTED,REDACTED,4.0,5.0,
1690986,1,9.0,REDACTED,REDACTED,5.0,6.0,
1693087,1,1.0,REDACTED,REDACTED,1.0,2.0,
1693087,1,2.0,REDACTED,REDACTED,2.0,3.0,
1693087,1,3.0,REDACTED,REDACTED,3.0,4.0,
1693087,1,4.0,REDACTED,REDACTED,4.0,5.0,
1693087,1,5.0,REDACTED,REDACTED,5.0,6.0,
1693087,1,6.0,REDACTED,REDACTED,6.0,7.0,
1699031,1,1.0,REDACTED,REDACTED,1.0,2.0,
1699031,1,2.0,REDACTED,REDACTED,2.0,3.0,
1699031,1,3.0,REDACTED,REDACTED,3.0,4.0,
1699031,1,4.0,REDACTED,REDACTED,4.0,5.0,
1699031,1,5.0,REDACTED,REDACTED,5.0,6.0,
1699031,2,1.0,REDACTED,REDACTED,1.0,2.0,
1699031,2,2.0,REDACTED,REDACTED,2.0,3.0,
1699031,2,3.0,REDACTED,REDACTED,3.0,4.0,
1699793,1,1.0,REDACTED,REDACTED,1.0,2.0,
1699793,1,2.0,REDACTED,REDACTED,2.0,3.0,
1699793,1,3.0,REDACTED,REDACTED,3.0,4.0,
1699793,1,4.0,REDACTED,REDACTED,4.0,6.0,5
1699793,1,5.0,REDACTED,REDACTED,6.0,7.0,
1699793,1,6.0,REDACTED,REDACTED,7.0,8.0,
1699793,1,7.0,REDACTED,REDACTED,8.0,9.0,
1699793,1,8.0,REDACTED,REDACTED,9.0,10.0,
1699793,1,9.0,REDACTED,REDACTED,10.0,11.0,
1699793,1,10.0,REDACTED,REDACTED,11.0,12.0,
1699793,1,11.0,REDACTED,REDACTED,12.0,13.0,
1699793,1,12.0,REDACTED,REDACTED,13.0,14.0,
1699793,1,13.0,REDACTED,REDACTED,14.0,15.0,
1699793,1,14.0,REDACTED,REDACTED,15.0,17.0,16
1699793,1,15.0,REDACTED,REDACTED,17.0,18.0,
1699793,2,1.0,REDACTED,REDACTED,1.0,2.0,
1699793,2,2.0,REDACTED,REDACTED,2.0,3.0,
1702618,1,1.0,REDACTED,REDACTED,1.0,2.0,
1702618,1,2.0,REDACTED,REDACTED,2.0,3.0,
1702618,1,3.0,REDACTED,REDACTED,3.0,4.0,
1702618,1,4.0,REDACTED,REDACTED,4.0,5.0,
1707867,1,1.0,REDACTED,REDACTED,1.0,2.0,
1707867,1,2.0,REDACTED,REDACTED,2.0,3.0,
1707867,1,3.0,REDACTED,REDACTED,3.0,4.0,
1707867,1,4.0,REDACTED,REDACTED,4.0,5.0,
1707867,1,5.0,REDACTED,REDACTED,5.0,6.0,
1707867,1,6.0,REDACTED,REDACTED,6.0,7.0,
1707867,1,7.0,REDACTED,REDACTED,7.0,9.0,8
1707867,1,8.0,REDACTED,REDACTED,9.0,10.0,
1707867,1,9.0,REDACTED,REDACTED,10.0,11.0,
1707867,1,10.0,REDACTED,REDACTED,11.0,12.0,
1707867,1,11.0,REDACTED,REDACTED,12.0,13.0,
1707867,1,12.0,REDACTED,REDACTED,13.0,14.0,
1711486,1,1.0,REDACTED,REDACTED,,,
1711486,1,2.0,REDACTED,REDACTED,1.0,2.0,
1711486,1,3.0,REDACTED,REDACTED,2.0,3.0,
1711486,2,1.0,REDACTED,REDACTED,1.0,2.0,
1712590,1,1.0,REDACTED,REDACTED,,,
1712590,1,2.0,REDACTED,REDACTED,,,
1712590,1,3.0,REDACTED,REDACTED,1.0,2.0,
1712590,1,4.0,REDACTED,REDACTED,2.0,4.0,3
1712590,2,1.0,REDACTED,REDACTED,1.0,2.0,
1712590,2,2.0,REDACTED,REDACTED,2.0,3.0,
1712705,2,1.0,REDACTED,REDACTED,1.0,2.0,
1712705,2,2.0,REDACTED,REDACTED,2.0,3.0,
1712705,2,3.0,REDACTED,REDACTED,3.0,4.0,
1712705,2,4.0,REDACTED,REDACTED,4.0,5.0,
1717746,2,1.0,REDACTED,REDACTED,1.0,2.0,
1717746,2,2.0,REDACTED,REDACTED,2.0,3.0,
1717746,2,3.0,REDACTED,REDACTED,3.0,4.0,
1717746,2,4.0,REDACTED,REDACTED,4.0,6.0,5
1717746,2,5.0,REDACTED,REDACTED,6.0,8.0,7
1717746,2,6.0,REDACTED,REDACTED,8.0,9.0,
1717746,2,7.0,REDACTED,REDACTED,9.0,10.0,
1718977,1,1.0,REDACTED,REDACTED,1.0,2.0,
1718977,1,2.0,REDACTED,REDACTED,2.0,3.0,
1718977,1,3.0,REDACTED,REDACTED,3.0,4.0,
1718977,1,4.0,REDACTED,REDACTED,4.0,5.0,
1718977,1,5.0,REDACTED,REDACTED,5.0,6.0,
1718977,1,6.0,REDACTED,REDACTED,6.0,7.0,
1718977,1,7.0,REDACTED,REDACTED,7.0,8.0,
1718977,1,8.0,REDACTED,REDACTED,8.0,9.0,
1718977,1,9.0,REDACTED,REDACTED,9.0,10.0,
1718977,2,1.0,REDACTED,REDACTED,,,
1718977,2,2.0,REDACTED,REDACTED,1.0,2.0,
1718977,2,3.0,REDACTED,REDACTED,2.0,3.0,
1718977,2,4.0,REDACTED,REDACTED,3.0,4.0,
1718977,2,5.0,REDACTED,REDACTED,4.0,5.0,
1718977,2,6.0,REDACTED,REDACTED,5.0,6.0,
1725871,1,1.0,REDACTED,REDACTED,1.0,2.0,
1725871,1,2.0,REDACTED,REDACTED,2.0,3.0,
1725871,1,3.0,REDACTED,REDACTED,3.0,4.0,
1726361,1,1.0,REDACTED,REDACTED,1.0,2.0,
1726361,1,2.0,REDACTED,REDACTED,2.0,4.0,3
1726361,1,3.0,REDACTED,REDACTED,4.0,5.0,
1726782,3,1.0,REDACTED,REDACTED,1.0,3.0,2
1726782,3,2.0,REDACTED,REDACTED,,,
1726782,3,3.0,REDACTED,REDACTED,,,
1726782,3,4.0,REDACTED,REDACTED,3.0,4.0,
1726782,3,5.0,REDACTED,REDACTED,4.0,5.0,
1726782,3,6.0,REDACTED,REDACTED,5.0,6.0,
1726782,4,1.0,REDACTED,REDACTED,1.0,3.0,2
1726782,4,2.0,REDACTED,REDACTED,3.0,4.0,
1726782,4,3.0,REDACTED,REDACTED,4.0,5.0,
1729827,3,1.0,REDACTED,REDACTED,1.0,2.0,
1729827,3,1.5,REDACTED,REDACTED,2.0,6.0,"3, 4, 5"
1729827,3,2.0,REDACTED,REDACTED,6.0,8.0,7
1729827,3,3.0,REDACTED,REDACTED,8.0,9.0,
1735179,1,1.0,REDACTED,REDACTED,1.0,2.0,
1735179,1,2.0,REDACTED,REDACTED,2.0,3.0,
1735179,1,3.0,REDACTED,REDACTED,3.0,4.0,
1742095,1,1.0,REDACTED,REDACTED,1.0,2.0,
1742095,1,2.0,REDACTED,REDACTED,2.0,3.0,
1742095,1,3.0,REDACTED,REDACTED,3.0,4.0,
1742095,1,4.0,REDACTED,REDACTED,4.0,5.0,
1742095,1,5.0,REDACTED,REDACTED,5.0,6.0,
1742095,1,6.0,REDACTED,REDACTED,6.0,7.0,
1742095,2,-999.0,REDACTED,REDACTED,1.0,5.0,"1, 2, 3, 4"
1742095,2,1.0,REDACTED,REDACTED,5.0,6.0,
1742095,2,2.0,REDACTED,REDACTED,6.0,7.0,
1743264,1,1.0,REDACTED,REDACTED,1.0,2.0,
1743264,1,2.0,REDACTED,REDACTED,2.0,3.0,
1743264,1,3.0,REDACTED,REDACTED,3.0,4.0,
1743264,1,4.0,REDACTED,REDACTED,4.0,6.0,5
1743264,1,999.0,REDACTED,REDACTED,6.0,9.0,"7, 8, 9"
1743805,1,1.0,REDACTED,REDACTED,1.0,2.0,
1743805,1,2.0,REDACTED,REDACTED,2.0,3.0,
1746498,1,1.0,REDACTED,REDACTED,1.0,2.0,
1746498,1,2.0,REDACTED,REDACTED,2.0,3.0,
1747105,1,1.0,REDACTED,REDACTED,1.0,2.0,
1751392,1,1.0,REDACTED,REDACTED,1.0,2.0,
1751392,1,2.0,REDACTED,REDACTED,2.0,4.0,3
1757501,1,1.0,REDACTED,REDACTED,1.0,2.0,
1757501,1,2.0,REDACTED,REDACTED,2.0,3.0,
1757501,1,3.0,REDACTED,REDACTED,3.0,4.0,
1757501,1,4.0,REDACTED,REDACTED,4.0,5.0,
1763198,1,1.0,REDACTED,REDACTED,1.0,2.0,
1763198,1,2.0,REDACTED,REDACTED,2.0,3.0,
1763198,1,3.0,REDACTED,REDACTED,3.0,4.0,
1763198,1,4.0,REDACTED,REDACTED,4.0,5.0,
1763198,1,5.0,REDACTED,REDACTED,5.0,6.0,
2215330,1,7.0,REDACTED,REDACTED,8.0,9.0,
2215330,2,1.0,REDACTED,REDACTED,1.0,2.0,
2215330,2,2.0,REDACTED,REDACTED,2.0,3.0,
2215330,3,1.0,REDACTED,REDACTED,1.0,2.0,
2215330,3,2.0,REDACTED,REDACTED,2.0,3.0,
2217304,1,1.0,REDACTED,REDACTED,1.0,2.0,
2217304,1,2.0,REDACTED,REDACTED,2.0,4.0,3
2218485,1,1.0,REDACTED,REDACTED,1.0,2.0,
2218485,1,2.0,REDACTED,REDACTED,2.0,3.0,
2218485,1,3.0,REDACTED,REDACTED,3.0,4.0,
2218485,1,4.0,REDACTED,REDACTED,4.0,5.0,
2218485,1,5.0,REDACTED,REDACTED,,,
2218485,1,6.0,REDACTED,REDACTED,5.0,6.0,
2218485,1,7.0,REDACTED,REDACTED,6.0,7.0,
2218485,1,8.0,REDACTED,REDACTED,7.0,8.0,
2218485,1,9.0,REDACTED,REDACTED,8.0,9.0,
2218485,2,1.0,REDACTED,REDACTED,1.0,2.0,
2218485,2,2.0,REDACTED,REDACTED,2.0,3.0,
2218485,2,3.0,REDACTED,REDACTED,3.0,4.0,
2218485,2,4.0,REDACTED,REDACTED,4.0,5.0,
2225855,1,1.0,REDACTED,REDACTED,1.0,2.0,
2225855,1,2.0,REDACTED,REDACTED,2.0,3.0,
2225855,1,3.0,REDACTED,REDACTED,3.0,4.0,
2225855,1,4.0,REDACTED,REDACTED,4.0,5.0,
2225855,1,5.0,REDACTED,REDACTED,5.0,6.0,
2225855,1,6.0,REDACTED,REDACTED,6.0,8.0,7
2233056,1,1.0,REDACTED,REDACTED,1.0,2.0,
2233056,1,2.0,REDACTED,REDACTED,2.0,3.0,
2233056,2,1.0,REDACTED,REDACTED,1.0,2.0,
2233056,2,2.0,REDACTED,REDACTED,2.0,3.0,
2233056,2,3.0,REDACTED,REDACTED,3.0,4.0,
2233056,2,4.0,REDACTED,REDACTED,4.0,5.0,
2233056,2,5.0,REDACTED,REDACTED,5.0,6.0,
2233056,2,6.0,REDACTED,REDACTED,6.0,7.0,
2233056,2,7.0,REDACTED,REDACTED,7.0,8.0,
2233056,2,8.0,REDACTED,REDACTED,8.0,9.0,
2233056,2,9.0,REDACTED,REDACTED,9.0,10.0,
2233056,2,10.0,REDACTED,REDACTED,10.0,11.0,
2235192,1,1.0,REDACTED,REDACTED,,,
2235192,1,2.0,REDACTED,REDACTED,,,
2235192,1,3.0,REDACTED,REDACTED,1.0,2.0,
2235192,1,4.0,REDACTED,REDACTED,2.0,3.0,
2235192,1,5.0,REDACTED,REDACTED,3.0,4.0,
2235192,1,6.0,REDACTED,REDACTED,4.0,5.0,
2235192,1,7.0,REDACTED,REDACTED,5.0,6.0,
2235192,1,8.0,REDACTED,REDACTED,6.0,7.0,
2235192,1,9.0,REDACTED,REDACTED,7.0,8.0,
2235192,1,10.0,REDACTED,REDACTED,8.0,9.0,
2236050,1,1.0,REDACTED,REDACTED,2.0,3.0,
2236050,1,2.0,REDACTED,REDACTED,3.0,4.0,
2236435,1,1.0,REDACTED,REDACTED,1.0,2.0,
2236435,1,2.0,REDACTED,REDACTED,2.0,4.0,3
2236435,2,1.0,REDACTED,REDACTED,1.0,2.0,
2236435,2,2.0,REDACTED,REDACTED,2.0,3.0,
2236435,2,3.0,REDACTED,REDACTED,3.0,4.0,
2236435,2,4.0,REDACTED,REDACTED,4.0,5.0,
2236435,2,5.0,REDACTED,REDACTED,5.0,6.0,
2236435,2,6.0,REDACTED,REDACTED,6.0,7.0,
2236435,2,7.0,REDACTED,REDACTED,7.0,8.0,
2239007,1,1.0,REDACTED,REDACTED,1.0,2.0,
2239007,1,2.0,REDACTED,REDACTED,2.0,3.0,
