sampno,perno,cperwgt,cexpperwgt,hctfip
1066671,3,1.038922836,426.7387655,71
1066772,1,0.77314214,360.668911,59
1067070,1,0.610044101,26.0917697,27
1067129,1,0.507425459,233.741828,37
1067135,1,0.070763857,11.57180527,87
1067240,1,0.87910799,404.954668,37
1067240,2,0.844517954,389.0210211,37
1067240,3,0.525166693,241.9141974,37
1067240,4,0.549975951,253.3424007,37
1067366,1,1.21716588,560.6785637,37
1067366,2,1.274841581,587.2464537,37
1067366,3,1.8145221,835.8463386,37
1067415,1,0.311766992,109.946404,1
1067415,2,0.309733865,109.2294104,1
1067632,1,0.463036964,213.294592,37
1067632,2,2.723229359,1254.435694,37
1067722,1,0.84174739,247.1719796,13
1067722,2,1.298112737,381.1797921,13
1067722,3,0.46167927,135.5682006,13
1067758,1,0.082379258,7.799849634,93
1067758,2,0.093575556,8.859939706,93
1067881,1,2.172970879,1000.963148,37
1067881,2,2.074572713,955.6367522,37
1067881,3,3.419919842,1575.361071,37
1067909,1,3.081919709,1419.663781,37
1067909,2,0.415223744,191.2697819,37
1067909,3,0.434811271,200.2926329,37
1067909,4,3.228161736,1487.029102,37
1067909,5,3.081919709,1419.663781,37
1067918,1,0.118739821,18.8024707,53
1067918,2,0.155784496,24.66850122,53
1067977,1,0.100742424,26.22769793,95
1067977,2,0.077047904,20.05896891,95
1068481,1,0.368501908,144.5705913,77
1069520,1,0.085375037,20.66265121,111
1069723,1,0.616344742,216.2748206,75
1069723,2,0.238459986,83.67539646,75
1069944,1,0.0738548,17.87449843,111
1069944,2,0.073985903,17.90622824,111
1069984,1,0.89405606,203.2182987,101
1070161,1,0.351159531,103.115017,13
1071082,1,0.441891942,155.0594888,75
1087188,1,0.515288139,334.2172529,67
1087406,1,0.115402737,16.13069083,79
1087526,1,1.554670924,545.5326417,75
1087626,1,0.029290971,0.821611731,91
1088092,1,0.10210593,14.76800321,115
1088092,2,0.109717573,15.86890672,115
1088146,1,0.459839272,135.0279009,13
1088146,2,0.488904031,143.5625209,13
1088815,1,0.075752221,10.95635722,115
1088815,2,0.134710202,19.48369403,115
1088815,3,0.16769768,24.25480943,115
1088815,4,0.16769768,24.25480943,115
1088852,1,0.761330254,223.55817,13
1088852,2,0.809775317,237.7836516,13
1088852,3,0.713660139,209.560245,13
1088852,4,0.713660139,209.560245,13
1088859,1,0.154122467,24.40531861,53
1088859,2,0.158899713,25.16179638,53
1088859,3,0.223077578,35.32437206,53
1089378,1,4.999999992,1763.278454,1
1089378,2,4.999999992,1763.278454,1
1089378,3,2.64800093,933.8325985,1
1089625,1,0.091132229,12.73822311,79
1090175,1,1.077967431,462.1816107,65
1090175,2,0.719321775,308.4112626,65
1090627,1,0.58604836,251.2699059,65
1090909,1,1.891979463,882.6037761,59
1090909,2,0.802740653,374.4765447,59
1090909,3,0.596359827,278.2003959,59
1090909,4,0.565280143,263.7017992,59
1090909,5,0.979187596,456.7886103,59
1090920,1,0.079869002,13.06074275,87
1090920,2,0.077986719,12.75293864,87
1091333,1,0.065892226,12.1007188,17
1091333,2,0.068320106,12.5465847,17
1091766,1,2.078496888,957.4443951,37
1091766,2,1.331019901,613.124586,37
1091766,3,3.12297046,1438.57351,37
1091766,4,0.078145609,35.99720336,37
1092221,1,0.663108543,305.456102,37
1092221,2,1.693272264,779.9934883,37
1092221,3,0.408087522,187.9825332,37
1092221,4,0.396410603,182.6036461,37
1092571,1,0.903981269,387.5845474,65
1092571,2,0.382931411,164.1829347,65
1092669,1,0.175480368,45.68528239,95
1092935,1,2.244976872,1473.159268,73
1092935,2,1.754410714,1151.248566,73
1092935,3,0.920386889,603.9601088,73
1092935,4,1.30963821,859.3877697,73
1092935,5,2.20923444,1449.704998,73
1093037,1,1.627503869,759.2265604,59
1093037,2,1.717700977,801.3032903,59
1093037,3,1.356266579,632.6950306,59
1093177,1,0.753840085,347.2509237,37
1093177,2,0.179863056,82.85260177,37
1093177,3,1.185372922,546.03337,37
1093245,1,0.412040532,189.8034585,37
1093245,2,1.063224281,489.7664917,37
1093245,3,0.936330797,431.3139358,37
1093245,4,0.894003658,411.8162489,37
1093311,1,0.59507199,274.1155614,37
1093311,2,0.395295751,182.0900974,37
1093343,1,0.098771388,29.76339925,19
1093343,2,0.089910004,27.09314311,19
1093438,1,0.486254295,315.3858244,67
1093539,1,0.474373829,166.4573537,75
1093539,2,0.607387783,213.1318319,75
1093539,3,0.472973372,165.9659347,75
1093938,1,0.28718544,132.2898734,37
1093999,1,1.372948106,412.364589,89
1094164,1,1.631993968,1058.515613,67
1094328,1,0.240614264,60.50379217,81
1094328,2,0.696508869,175.1410211,81
1094608,1,0.235778386,109.9900385,59
1094608,2,0.605445792,282.4389762,59
1094888,1,1.449276007,667.5983965,37
1095066,1,0.298474919,137.4902891,37
1095066,2,0.31251747,143.9588876,37
1095358,1,0.670840307,236.5756524,1
1095508,1,0.549620755,215.6270996,77
1095531,1,1.008676692,353.9437523,75
1095531,2,2.350922568,824.936634,75
1095531,3,0.579043964,203.1860108,75
1095531,4,0.579043964,203.1860108,75
1095619,1,0.063167567,11.60035135,17
1095757,1,0.292011927,119.9442391,71
1095757,2,0.284794529,116.9796846,71
1095772,1,0.64994911,278.6675349,65
1096173,1,0.402875547,187.9404537,59
1096173,2,0.424916701,198.2225982,59
1096173,3,0.424916701,198.2225982,59
1096173,4,0.465652956,217.2259613,59
1096173,5,1.008788408,470.5973166,59
1096173,6,0.49118795,229.1379731,59
1096173,7,1.005721368,469.1665499,59
1096173,8,1.005721368,469.1665499,59
1096227,1,0.860303562,557.9951703,67
1096227,2,0.847843356,549.9134476,67
1096227,3,0.684862911,444.2038994,67
1096422,1,0.787494112,183.8056366,97
1096422,2,0.761886266,177.8286187,97
1096693,1,0.98683653,248.1455229,81
1097063,1,0.136301976,2.862341468,3
1097063,2,1.016405218,21.34450941,3
1097063,3,1.178557316,24.74970344,3
1097063,4,1.178557316,24.74970344,3
1097198,1,0.0511405,20.34135275,83
1097233,1,0.530090751,217.7353936,71
1097233,2,0.127129513,52.21859556,71
1097586,1,1.770047365,815.3593774,37
1097949,1,3.230295421,948.5488445,13
1098148,1,0.039438843,9.005447318,57
1098148,2,0.036543454,8.34431537,57
1098597,1,0.426899026,175.3492724,71
1098597,2,0.155187467,63.74343309,71
1098726,1,0.740111644,219.3843179,85
1098726,2,5.000000217,1482.102931,85
1098726,3,0.488760819,144.8787622,85
1098726,4,0.504180265,149.4494031,85
1098889,1,0.082974285,23.94419814,61
1098977,1,0.133719837,18.69100683,79
1098977,2,0.132252251,18.48587161,79
1099181,1,0.302223867,40.44606355,109
1099181,2,0.413134547,55.28903563,109
1099181,3,0.159302719,21.31918948,109
1099181,4,0.159302719,21.31918948,109
1119016,1,0.60820145,180.2834224,85
1119016,2,0.788273802,233.6605725,85
1119016,3,0.629728233,186.6644038,85
1119021,1,0.468831536,138.9713128,85
1119021,2,0.401090937,118.8916054,85
1119025,1,0.201316351,82.69092567,71
1119025,2,1.4207615,583.5794418,71
1119035,1,4.1389603,727.1713274,55
1119040,1,0.862382242,369.7488458,65
1119055,1,0.768589052,174.6997381,101
1119055,2,0.304001767,69.09938273,101
1119056,1,0.936197559,148.2470413,53
1119056,2,0.871355272,137.9792542,53
1119070,1,0.734815759,177.8416993,111
1119070,2,1.708758456,413.5574174,111
1119070,3,1.02229026,247.4168999,111
1119096,1,1.089192105,216.9058559,29
1119096,2,2.446477379,487.2008047,29
1119112,1,0.293013473,134.974514,37
1119137,1,0.476961225,167.3652688,75
1119137,2,0.270503015,94.91926688,75
1119153,1,0.408454241,268.0286637,73
1119153,2,0.78964278,518.1655076,73
1119160,1,1.638357206,577.7759931,1
1119181,1,0.801247068,187.0156553,97
1119181,2,1.623071131,378.8340989,97
1119181,3,1.44533995,337.3506233,97
1119195,1,1.43191071,413.2118025,61
1119202,1,2.032978382,586.6641375,61
1119202,2,3.205103009,924.908503,61
1119202,3,4.181844983,1206.770569,61
1119202,4,4.181844983,1206.770569,61
1119202,5,4.181844983,1206.770569,61
1119207,1,0.820839235,538.6366968,73
1119207,2,1.715034898,1125.41006,73
1119207,3,0.558702917,366.6222091,73
1119207,4,0.567712942,372.5346096,73
1119207,5,0.558702917,366.6222091,73
1119207,6,0.567712942,372.5346096,73
1119227,1,0.716001437,53.74152772,69
1119227,2,3.088088263,231.7852624,69
1119227,3,1.463911997,109.8780856,69
1119227,4,1.653741855,124.1263064,69
1119227,5,1.463911997,109.8780856,69
1119231,1,1.29598602,555.6577025,65
1119231,2,0.896227433,384.2600682,65
1119231,3,0.932779796,399.9319982,65
1119314,1,1.206491963,495.5679798,71
1119314,2,1.771888149,727.8051218,71
1119314,3,0.987379262,405.5671823,71
1119352,1,0.929728013,155.8529272,33
1119352,2,0.688535627,115.4211677,33
1119360,1,0.748706938,307.5322471,71
1119360,2,0.730052824,299.8700482,71
1119400,1,0.337734442,107.6901284,113
1119400,2,2.949180551,940.3767945,113
1119433,1,2.053933964,618.9247492,19
1119433,2,2.786902263,839.7946645,19
1119434,1,1.198391021,786.3870945,73
1119453,1,2.26340284,1042.61997,37
1119453,2,2.370769478,1092.077627,37
1119463,1,0.299762391,139.8384196,59
1119463,2,0.316064844,147.4434742,59
1119544,1,1.074790667,495.0944627,37
1119573,1,0.438944302,23.29587998,51
1119573,2,0.228737224,12.13966074,51
1119577,1,1.149040561,403.1973086,75
1119607,1,4.999999394,1754.495331,75
1119626,1,0.262274038,120.814618,37
1119626,2,0.543393587,250.3102828,37
1119739,1,0.389892257,167.1674173,65
1119739,2,0.389595883,167.0403462,65
1119762,1,0.823697203,379.4300942,37
1119773,1,0.369227316,31.51087175,11
1119773,2,0.345996541,29.52829368,11
1119821,1,0.976447899,418.6548217,65
1119821,2,1.406278542,602.9459361,65
1119839,1,0.675129936,443.0219017,73
1119842,1,0.473735441,77.46856214,87
1119842,2,0.974322926,159.3281598,87
1119891,1,0.300691799,138.5114786,37
1119917,1,1.609598244,320.5415127,29
1119917,2,0.574531082,114.4143036,29
1119973,1,0.831738563,152.743884,17
1119973,2,0.353353322,64.89125466,17
1119993,1,0.705580555,115.3815111,87
1119993,2,0.69488824,113.6330282,87
1120071,1,0.98683653,248.1455229,81
1120119,1,1.396086976,85.49251097,63
1120121,1,0.271628634,111.5717781,71
1120121,2,0.64771892,266.051301,71
1120121,3,0.283277384,116.3565154,71
1120163,1,0.853264504,398.0457969,59
1120163,2,0.425486565,198.4884384,59
1120163,3,2.561565889,1194.964201,59
1120185,1,5.000000152,375.2892562,69
1120185,2,3.159650054,237.1565365,69
1120185,3,4.134068889,310.2943183,69
1120200,1,1.69138429,789.02662,59
1120200,2,1.114064935,519.7085582,59
1120200,3,5.000000171,2332.487809,59
1120200,4,2.020108424,942.3756218,59
1120210,1,2.691872959,776.8037976,61
1120220,1,1.585115704,556.215688,75
1120220,2,1.883517196,660.9245056,75
1120225,1,0.361431862,13.66753168,49
1120225,2,0.552511863,20.89321446,49
1120231,1,0.522637083,154.9203838,85
1120244,1,0.711169729,172.1188361,111
1120262,1,2.278189052,906.1594445,83
1120262,2,5.000000286,1988.771511,83
1120262,3,4.401255233,1750.618103,83
1120262,4,4.401255233,1750.618103,83
1120262,5,4.62679382,1840.327041,83
1120264,1,1.647449658,545.2437597,99
1120264,2,1.679204273,555.7533409,99
1120264,3,0.396164615,131.1155599,99
1120296,1,0.865553585,141.5414297,87
1120311,1,1.254463556,76.81988382,63
1120311,2,1.565425557,95.86233801,63
1120364,1,0.707796563,209.805463,85
1120368,1,0.300691799,138.5114786,37
1120421,1,1.058732903,694.7430986,73
1120421,2,1.075841535,705.9698242,73
1120421,3,2.066293932,1355.90709,73
1120424,1,1.695306487,127.2460582,69
1120424,2,0.565982617,42.48143777,69
1120424,3,2.239084414,168.0608598,69
1120424,4,1.563293923,117.3374792,69
1120441,1,0.732742045,217.1998172,85
1120441,2,0.732742045,217.1998172,85
1120451,1,0.633901549,187.9014606,85
1120451,2,0.654054946,193.8753422,85
1120459,1,1.02242439,470.9723199,37
1120459,2,5.000000657,2303.213746,37
1120459,3,1.608282659,740.8436481,37
1120459,4,2.328715934,1072.705969,37
1120459,5,2.328715934,1072.705969,37
1120475,1,2.456215423,976.9701954,83
1120475,2,2.634653619,1047.944752,83
1120475,3,4.268927148,1697.984041,83
1120475,4,4.401255233,1750.618103,83
1120475,5,4.401255233,1750.618103,83
1120475,6,4.62679382,1840.327041,83
1120491,1,1.020854722,256.6995862,81
1120491,2,0.383333611,96.39136417,81
1120491,3,0.854054496,214.7567434,81
1120491,4,0.843428698,212.0848276,81
1120497,1,0.585601526,251.0783246,65
1120528,1,1.303475764,297.6350563,57
1120528,2,1.204054791,274.9333172,57
1120528,3,1.482110289,338.4243815,57
1120528,4,1.482110289,338.4243815,57
1120584,1,2.457881446,232.7176288,93
1120621,1,0.663798996,88.83499721,109
