sampno,perno,cperwgt,cexpperwgt,hctfip
1383151,2,0.295148616,103.5673864,75
1383249,1,2.006690623,485.663605,111
1383249,2,2.030390071,491.3993966,111
1383249,3,1.650541468,399.4676162,111
1383249,4,1.669898154,404.1523631,111
1383249,5,1.650541468,399.4676162,111
1383323,1,0.443915808,204.4865711,37
1383323,2,1.13210601,521.4963563,37
1383357,1,0.87910799,404.954668,37
1383357,2,0.92072766,424.1264646,37
1383357,3,0.774246622,356.6510458,37
1383357,4,0.739268612,340.538681,37
1383410,1,0.264690055,121.9275384,37
1383410,2,0.673261221,310.1328591,37
1383473,1,0.788404844,338.0308258,65
1383473,2,2.158657314,925.5304807,65
1383494,1,0.550830558,161.7467202,13
1383494,2,0.352752585,103.5828037,13
1383494,3,0.459704692,134.9883826,13
1383544,1,0.409289788,73.59362856,23
1383544,2,0.390584079,70.23019014,23
1383582,1,2.124598825,623.8704198,13
1383582,2,2.124598825,623.8704198,13
1383582,3,1.870925947,549.3815313,13
1383582,4,1.870925947,549.3815313,13
1383583,1,0.942206214,332.2743839,1
1383583,2,0.41444042,146.1547729,1
1383583,3,0.899853747,317.3385451,1
1383583,4,0.778593051,274.5752707,1
1383583,5,0.773365265,272.731662,1
1383619,1,2.106846399,1382.517717,73
1383649,1,1.861096377,857.3004391,37
1383649,2,0.656393559,302.3628936,37
1383649,3,1.493739907,688.0803668,37
1383649,4,1.564551468,720.6991947,37
1383649,5,1.493739907,688.0803668,37
1383670,1,1.074185844,193.1473405,23
1383670,2,0.997351454,179.331893,23
1383670,3,0.827627537,148.8141541,23
1383682,1,0.354205108,117.228544,99
1383682,2,0.932583966,308.6501523,99
1383691,1,0.843196407,553.3075276,73
1383691,2,0.829795698,544.5139495,73
1383691,3,0.704594103,462.3563593,73
1383691,4,0.704594103,462.3563593,73
1383699,1,2.664852209,1748.682483,73
1383699,2,2.664852209,1748.682483,73
1383699,3,1.830867669,1201.419805,73
1383755,1,1.374002875,352.1747837,7
1383755,2,0.71036527,182.0758457,7
1383755,3,2.579173247,661.0756038,7
1383755,4,1.218346074,312.2779238,7
1383787,1,0.799655447,524.735844,73
1383839,1,0.446066659,156.5243931,75
1383839,2,0.411055077,144.23886,75
1383847,1,0.431225093,198.6406864,37
1383847,2,0.431225093,198.6406864,37
1383853,1,0.811259541,286.0952942,1
1383853,2,0.722589893,254.8254383,1
1383853,3,2.678289793,944.5141384,1
1383853,4,2.678289793,944.5141384,1
1383853,5,1.15483795,407.2601756,1
1383873,1,0.243265261,104.3006746,65
1383873,2,1.189026635,509.7985612,65
1383873,3,1.07014742,458.8287588,65
1383873,4,1.070966207,459.1798158,65
1383873,5,1.07014742,458.8287588,65
1383891,1,0.343172874,158.0800752,37
1383891,2,0.35933835,165.5265838,37
1383891,3,0.165328194,76.15722389,37
1383891,4,0.157959415,72.76284973,37
1383901,1,1.100103103,330.4156668,89
1383970,1,1.482147348,266.5021329,23
1383998,1,5.000000121,583.9193885,25
1383998,2,5.000000121,583.9193885,25
1383998,3,3.809886133,444.9332653,25
1383998,4,3.809886133,444.9332653,25
1383998,5,3.809886133,444.9332653,25
1384015,1,0.32301779,148.7957835,37
1384015,2,0.480531617,221.3533763,37
1384015,3,1.299494758,598.6027594,37
1384016,1,1.952902881,899.5904336,37
1384016,2,0.755381162,347.9608094,37
1384016,3,0.616501891,283.9870886,37
1384016,4,0.616501891,283.9870886,37
1384016,5,0.616501891,283.9870886,37
1384104,1,1.718489892,736.8074427,65
1384104,2,1.194819805,512.2823994,65
1384104,3,0.844210231,361.9575444,65
1384129,1,2.047006522,495.4209459,111
1384129,2,2.023106899,489.6367076,111
1384129,3,1.663949572,402.7126745,111
1384202,1,0.699675186,287.3923982,71
1384202,2,0.389139966,159.8396944,71
1384202,3,0.930382857,382.1558428,71
1384202,4,0.930382857,382.1558428,71
1384215,1,0.477819022,115.6427932,111
1384215,2,2.429053699,587.88483,111
1384290,1,0.541794167,355.5266463,73
1384290,2,1.162142414,762.6006704,73
1384368,1,0.630336627,290.3599587,37
1384368,2,0.660140922,304.0890893,37
1384368,3,0.530196139,244.2309751,37
1384368,4,0.55524427,255.7692135,37
1384522,1,1.962178121,581.6299636,85
1384522,2,2.025654968,600.445807,85
1384522,3,1.613076047,478.1489269,85
1384672,1,1.229595799,482.3947667,77
1384672,2,1.139760877,447.1507491,77
1384672,3,1.218491468,478.0383179,77
1384705,1,0.393951781,130.3831951,99
1384705,2,1.141032898,377.6388944,99
1384705,3,0.877169098,290.309919,99
1384705,4,0.877169098,290.309919,99
1384705,5,0.894022389,295.8877234,99
1384705,6,0.877169098,290.309919,99
1384705,7,0.877169098,290.309919,99
1384705,8,0.894022389,295.8877234,99
1384775,1,0.50002152,148.2166658,85
1384775,2,0.515808249,152.8961768,85
1384831,1,0.734558752,211.9743528,61
1384831,2,0.714439107,206.1683519,61
1384831,3,0.646821453,186.655674,61
1384831,4,0.646821453,186.655674,61
1384896,1,1.208827244,424.1764025,75
1384896,2,1.110830069,389.7892814,75
1384910,1,1.816617419,836.8115321,37
1384910,2,2.552043532,1175.580194,37
1384910,3,2.145237399,988.1879232,37
1384910,4,2.246991779,1035.060334,37
1384910,5,2.246991779,1035.060334,37
1384916,1,0.787824559,313.3605897,83
1384916,2,0.750157712,298.37844,83
1384916,3,0.652622026,259.5832037,83
1385036,1,4.410975295,2031.883519,37
1385036,2,1.703989044,784.9300946,37
1385036,3,2.012203358,926.9067651,37
1385092,1,1.867182164,548.2822012,13
1385092,2,1.507981484,442.8059689,13
1385092,3,3.546469653,1041.390725,13
1385092,4,1.332711879,391.3395366,13
1385092,5,2.59846865,763.0182737,13
1385139,1,0.567540854,132.4672862,97
1385139,2,1.133699052,264.6118526,97
1385157,1,0.72729752,176.022119,111
1385157,2,0.719296125,174.0856039,111
1385176,1,3.18739862,1468.25187,37
1385176,2,1.651777291,760.8791324,37
1385176,3,1.454455119,669.9841167,37
1385176,4,1.454455119,669.9841167,37
1385176,5,1.454455119,669.9841167,37
1385176,6,1.388635484,639.6647828,37
1385179,1,0.409634077,168.2576745,71
1385179,2,0.399471144,164.083238,71
1385180,1,0.547447834,355.0761161,67
1385251,1,4.535565559,633.9694171,79
1385251,2,4.459738456,623.3705042,79
1385251,3,3.657597269,511.2493203,79
1385251,4,3.657597269,511.2493203,79
1385251,5,3.71959574,519.9153033,79
1385415,1,0.222843014,56.03511265,81
1385415,2,0.220217792,55.37498617,81
1385415,3,1.440416842,362.2008099,81
1385426,1,2.313234069,991.8057052,65
1385438,1,2.524893094,502.8168082,29
1385493,1,0.714398295,185.9893975,95
1385493,2,0.783359939,203.9431562,95
1385493,3,0.477272159,124.2550016,95
1385643,1,0.552606776,101.4829768,17
1385643,2,1.328593732,243.988407,17
1385643,3,0.662537165,121.6710447,17
1385643,4,0.709085489,130.21937,17
1385645,1,2.71655221,899.0764199,99
1385645,2,0.821469641,271.8754978,99
1385645,3,1.686157727,558.0546719,99
1385645,4,2.046944813,677.4616028,99
1385645,5,2.046944813,677.4616028,99
1385706,1,0.570426623,266.1026195,59
1385706,2,0.540714144,252.2418211,59
1385706,3,0.217715156,101.5635862,59
1385706,4,0.467346189,218.0158501,59
1385706,5,0.217715156,101.5635862,59
1385729,1,0.661151427,118.8803972,23
1385852,1,0.608652345,399.3991452,73
1385852,2,0.634276398,416.2137109,73
1385912,1,0.394142952,168.9899149,65
1385920,1,1.117854607,514.9315519,37
1385973,1,3.000768695,1177.260947,77
1385973,3,1.374641589,539.2991006,77
1385973,5,3.000768695,1177.260947,77
1386040,1,0.944656811,405.024302,65
1386040,2,0.98319211,421.5464215,65
1386040,3,0.98319211,421.5464215,65
1386075,1,0.624159518,187.466141,89
1386075,2,1.240613184,372.6178315,89
1386091,1,0.431752326,130.1026248,19
1386091,2,0.642432008,193.5880491,19
1386144,1,0.29034858,124.4877818,65
1386144,2,0.544178216,233.3179622,65
1386144,3,1.306772587,560.2824741,65
1386144,4,0.61484021,263.6144936,65
1386144,5,0.615309488,263.8156981,65
1386144,6,0.615309488,263.8156981,65
1386214,1,0.267959819,106.5821647,83
1386214,2,0.399343052,158.840408,83
1386214,3,0.332381102,132.2060057,83
1386234,1,0.665384539,310.4002543,59
1386234,2,4.75097939,2216.320225,59
1386284,1,1.693051452,695.422857,71
1386284,2,1.73644074,713.2450574,71
1386284,3,0.943317685,387.4688382,71
1386463,1,1.315165772,563.881076,65
1386463,2,0.909474966,389.9399858,65
1386463,3,1.680663951,720.5894628,65
1386466,1,1.856964654,866.2694536,59
1386466,2,1.364383467,636.4815389,59
1386466,3,1.5473244,721.8230349,59
1386466,4,1.5473244,721.8230349,59
1386504,1,0.354867802,141.1501869,83
1386504,2,0.481337013,191.4538568,83
1386504,3,0.145823414,58.00188686,83
1386504,4,1.131017668,449.8671174,83
1386504,5,0.41961963,166.9055034,83
1386504,6,0.440278231,175.1225505,83
1386504,7,1.131017668,449.8671174,83
1386712,1,0.814297627,375.1002481,37
1386712,2,0.711428225,327.7142105,37
1386712,3,0.745083959,343.2174782,37
1386712,4,0.863162373,397.6094365,37
1386712,5,0.66583607,306.7125174,37
1386724,1,0.905763061,319.4224984,1
1386724,2,0.945391882,333.3978279,1
1386724,3,0.531656033,187.4915258,1
1386724,4,0.531656033,187.4915258,1
1386724,5,0.528118126,186.2438627,1
1386726,1,1.093614426,274.9954174,81
1386726,2,2.962929406,745.0450448,81
1386726,3,2.473844173,622.0618484,81
1386726,4,2.473844173,622.0618484,81
1386726,5,2.473844173,622.0618484,81
1386726,6,2.442687617,614.2273592,81
1386768,1,0.975825173,130.5928859,109
1386768,2,0.545981044,73.06763772,109
1386768,3,0.581992675,77.88700796,109
1386768,4,0.581992675,77.88700796,109
1386768,5,0.800816348,107.1717771,109
1386843,1,0.519625859,239.3618528,37
1386843,2,0.239457908,110.3045346,37
1386891,1,0.338802736,112.1309393,99
1386891,2,0.64525436,213.5548796,99
1386891,3,1.507574187,498.9502494,99
1386904,1,0.466444794,217.5953515,59
1386904,2,0.442214266,206.29187,59
1386948,1,0.725479623,476.0614881,73
1386987,1,3.571655743,1645.257105,37
1387013,1,2.700520901,315.377295,25
1387013,2,2.524338483,294.8020295,25
1387013,3,1.940389348,226.6061868,25
1387013,4,1.814474452,211.9013573,25
1387028,1,2.512007025,588.0295646,41
1387028,2,3.068169677,718.220316,41
1387028,3,1.865724178,436.7427978,41
1387028,4,2.27768812,533.1784267,41
1387028,5,2.27768812,533.1784267,41
1387032,1,0.975850092,175.4657734,23
1387194,1,2.344729597,1520.797831,67
1387194,2,0.809994556,525.3646157,67
1387194,3,1.073536747,696.2987796,67
1387194,4,1.089337321,706.5470733,67
1387194,5,1.089337321,706.5470733,67
1387303,1,0.189692239,87.38034281,37
1387303,2,0.392171944,180.6511386,37
1387343,1,0.586071079,116.7124224,29
1387343,2,1.136395088,226.3060375,29
1387343,3,1.753394361,349.1776179,29
1387343,4,0.834085821,166.1030208,29
1387343,5,0.782398611,155.8098335,29
1387359,1,0.421954739,180.9142978,65
1387359,2,0.421633772,180.7766822,65
1387364,1,0.379518896,162.7198091,65
1387364,2,0.379230479,162.5961495,65
1387364,3,0.838566783,359.5379001,65
1387364,4,2.06846784,886.8614862,65
1387364,5,2.066883927,886.1823792,65
1387494,1,1.223512269,429.3293648,75
1387556,1,0.250697868,164.5085489,73
1387556,2,0.246740462,161.9116894,73
1387556,3,0.443356335,290.931502,73
1387556,4,0.20976678,137.64947,73
1387607,1,2.416298988,337.7439133,79
1387607,2,2.731740763,381.8355345,79
1387607,3,2.835090783,396.2815283,79
1387607,4,2.788082444,389.7108263,79
1387607,5,2.835090783,396.2815283,79
1387614,1,0.31379109,205.9104746,73
1387614,2,0.295908648,194.1759726,73
1387620,1,0.458282659,196.4899972,65
1387620,2,0.812902643,348.534327,65
1387622,1,0.265218666,174.0371321,73
1387622,2,0.26947535,176.8303783,73
1387649,1,0.605313202,278.8331009,37
1387649,2,0.509165948,234.5435711,37
1387676,1,0.754053273,489.0809514,67
1387695,1,0.814073663,374.9970811,37
1387708,1,0.532590973,245.3341379,37
1387802,1,0.97571925,449.4579387,37
1387802,2,2.12154479,977.2740963,37
1387802,3,2.12154479,977.2740963,37
1387819,1,0.53007211,244.1738422,37
1387819,2,0.340199568,156.7104435,37
1387819,3,1.205580079,555.3416492,37
1387848,1,1.445538639,434.167136,89
1387881,1,0.518882783,239.0195601,37
1387881,2,0.201970791,93.03636801,37
1387955,1,0.596587778,386.9484138,67
1387955,2,0.353982018,229.593675,67
1388089,1,0.761800701,350.9179231,37
1388105,1,0.192273273,89.69501019,59
1388153,1,0.954338141,445.1964007,59
1388153,2,0.904385738,421.8937272,59
1388197,1,2.204989481,439.1099868,29
1388197,2,2.061252294,410.485617,29
1388197,3,3.19966401,637.1932533,29
1388197,4,3.19966401,637.1932533,29
1388197,5,1.527531291,304.1983876,29
1388197,6,1.632852037,325.1723614,29
1388197,7,1.632852037,325.1723614,29
1388207,1,5.000000533,1468.207736,13
1388207,2,5.000000533,1468.207736,13
1388207,3,5.000000533,1468.207736,13
1388207,4,5.000000533,1468.207736,13
1388207,5,3.22672106,947.4992636,13
1388289,1,0.400115203,186.6527604,59
1388289,2,0.400115203,186.6527604,59
1388382,1,3.360707819,1548.085486,37
1388382,2,3.006789823,1385.055748,37
1388382,3,0.705672516,325.0628849,37
1388382,4,3.360707819,1548.085486,37
1388382,5,1.824095758,840.2563742,37
1388382,6,3.006789823,1385.055748,37
1388382,7,1.824095758,840.2563742,37
1388382,8,0.705672516,325.0628849,37
1388458,1,1.406083164,647.7019292,37
1388495,1,2.621321791,460.538374,55
1388495,2,2.303999957,404.7883009,55
1388495,3,2.207789411,387.8851306,55
1388495,4,2.207789411,387.8851306,55
1388517,1,0.859846701,154.6074215,23
1388544,1,0.309896957,142.7517675,37
1388570,1,0.384160195,179.209788,59
1388570,2,0.993419454,463.4277373,59
1388570,3,1.706163775,795.9212138,59
1388570,4,1.706163775,795.9212138,59
1388570,5,0.784995831,366.1986284,59
1388582,1,1.477964665,633.6815658,65
1388582,2,0.500537414,214.606844,65
1388582,3,1.062806536,455.6813338,65
1388582,4,1.062806536,455.6813338,65
1388582,5,1.063619688,456.0299748,65
1388582,6,1.063619688,456.0299748,65
1388584,1,1.265751044,542.6943705,65
1388600,1,2.298379855,321.2614873,79
1388600,2,2.260467413,315.9621859,79
1388678,1,0.66585516,200.6462938,19
1388678,2,1.799942545,542.3879286,19
1388702,1,1.039507809,145.2996658,79
1388702,2,1.599018035,223.5065326,79
1388702,3,0.914478968,127.8234634,79
1388769,1,0.266840407,124.4803952,59
1388769,2,0.281310608,131.2307082,59
1388787,1,1.39952134,491.0907908,75
1388854,1,0.775628336,508.9691956,73
1388854,2,0.18644713,122.3470591,73
1388854,3,0.712858002,467.7791495,73
1388854,4,0.658623346,432.1902373,73
1388967,1,2.294747893,1488.379565,67
1388967,2,2.816872776,1827.031148,67
1388967,3,2.816872776,1827.031148,67
1388986,1,1.098136313,505.848464,37
1388986,2,1.753489149,807.731956,37
1388986,3,0.967065111,445.471473,37
1388986,4,0.967065111,445.471473,37
1388986,5,0.967065111,445.471473,37
1388987,1,1.843146077,849.0317647,37
1388987,2,0.952358684,438.6970648,37
1388987,3,2.168884632,999.0808483,37
1388987,4,2.168884632,999.0808483,37
1388987,5,2.168884632,999.0808483,37
1388987,6,2.070671742,953.8397984,37
1388987,7,2.168884632,999.0808483,37
1388987,8,2.168884632,999.0808483,37
1388999,1,2.914893702,1342.724472,37
1388999,2,1.027027595,473.0927528,37
1388999,3,2.339216597,1077.543023,37
1388999,4,2.339216597,1077.543023,37
1388999,5,2.450184003,1128.659347,37
1389002,1,1.127783298,263.2310818,97
1389002,2,0.630307751,147.1174395,97
1389002,3,0.940115693,219.4283878,97
1389006,1,0.933656936,430.0822414,37
1389006,2,0.977867404,450.44747,37
1389029,1,2.302800198,945.8778648,71
1389029,2,0.345379606,141.8650758,71
1389029,3,0.825156663,338.934061,71
1389029,4,0.825156663,338.934061,71
1389059,1,1.705128279,399.1492976,41
1389059,2,3.345042154,783.032715,41
1389059,3,1.561008587,365.4126722,41
1389092,1,3.142339609,577.0721454,17
1389092,2,2.0851046,382.9171682,17
1389120,1,2.858981097,1316.968739,37
1389120,2,1.830443337,843.1803404,37
1389120,3,2.403193921,1107.013709,37
1389120,4,0.965323499,444.6692119,37
1389143,1,0.829795698,544.5139495,73
1389143,2,2.319260047,1521.904068,73
1389143,3,0.500453165,328.3985807,73
1389143,4,0.500453165,328.3985807,73
1389150,1,0.556546348,228.6020608,71
1389150,2,0.881223694,361.9636593,71
1389150,3,1.629019644,669.1217169,71
1389150,4,0.85925105,352.9383701,71
1389150,5,3.797307467,1559.748467,71
1389158,1,0.836469791,385.3136935,37
1389158,2,0.876064363,403.5526438,37
1389158,3,0.736710687,339.3603917,37
1389158,4,0.70343461,324.0320099,37
1389158,5,1.65142297,760.715917,37
1389187,1,0.524565587,344.2212103,73
1389187,2,0.49376656,324.0108142,73
1389290,1,0.840034273,151.0449861,23
1389293,1,0.83407985,357.6141145,65
1389293,2,0.283487833,121.546217,65
1389293,3,0.290646647,124.615579,65
1389293,4,0.290646647,124.615579,65
1389293,5,0.290646647,124.615579,65
1389294,1,4.678459574,653.9427665,79
1389294,2,5.000000008,698.8868421,79
1389314,1,0.703776095,159.9677997,101
1389314,2,0.627147048,142.5500725,101
1389314,3,0.653953581,148.643178,101
1389315,1,0.350836488,137.6400977,77
1389315,2,0.235865692,92.53477894,77
1389315,3,1.520406981,596.4857489,77
1389315,4,0.568382104,222.9875483,77
1389390,1,0.8798618,172.8344808,107
1389390,2,3.166537564,622.0145891,107
1389399,1,1.039917712,204.2748507,107
1389399,2,2.644187343,519.4074191,107
1389399,3,2.42484503,476.321204,107
1389399,4,2.090541634,410.6527617,107
1389399,5,2.42484503,476.321204,107
1389399,6,2.090541634,410.6527617,107
1389399,7,4.203204466,825.6508713,107
1389408,1,0.738557636,303.3634097,71
1389408,2,1.374136308,564.4280898,71
1389408,3,3.261377714,1339.614696,71
1389408,4,1.770592859,727.2730803,71
1389476,1,0.120410384,79.01358615,73
1389476,2,0.257408524,168.9120978,73
1389548,1,1.515239924,622.3865646,71
1389548,2,0.240051343,98.60136881,71
1389584,1,0.090285106,21.07306091,97
1389584,2,1.157271355,270.1137631,97
1389584,3,0.532057585,124.1852879,97
1389584,4,0.685800171,160.0696882,97
1389622,1,0.622844824,403.9788036,67
1389622,2,0.707318929,458.7689318,67
1389622,3,0.697089943,452.1343847,67
1389629,1,0.608679837,109.4455791,23
1389629,2,2.021975261,363.5675767,23
1389630,1,2.32834642,998.2851688,65
1389630,2,2.330131039,999.0503293,65
1389630,3,1.206560137,517.3161,65
1389630,4,1.006342632,431.4722737,65
1389630,5,1.676314411,718.7245849,65
1389630,6,1.676314411,718.7245849,65
1389630,7,2.499999984,1071.882124,65
1389635,1,0.91073678,319.5767246,75
1389635,2,0.768278302,269.5881714,75
1389635,3,0.862438274,302.6288217,75
1389635,4,0.862438274,302.6288217,75
1389689,1,0.604509699,278.4629733,37
1389689,2,0.660615447,304.3076755,37
1389689,3,1.686889564,777.0533441,37
1389689,4,1.353971284,623.6969726,37
1389710,1,0.439429932,202.4201854,37
1389710,2,1.187931934,547.2121598,37
1389733,1,1.06204789,222.2855935,45
1389733,2,0.788970991,165.1308633,45
1389733,3,0.634729208,132.8482077,45
1389733,4,0.584396309,122.3135807,45
1389786,1,0.729313034,478.5769816,73
1389786,2,0.741086302,486.3026286,73
1389786,3,1.299827437,852.9499167,73
1389826,1,0.703014842,208.3880627,85
1389826,2,0.856215045,253.7997546,85
1389826,3,1.668876771,494.6894094,85
1389838,1,0.882586244,229.7761416,95
1389838,2,1.010463278,263.0681759,95
1389845,1,1.172200173,481.482587,71
1389845,2,0.5611859,230.5077624,71
1389845,3,0.215791207,88.63648966,71
1389845,4,0.215791207,88.63648966,71
1389848,1,3.439165877,805.0659066,41
1389894,1,1.380404358,635.8731747,37
1389894,2,0.884318012,407.3546265,37
1389894,3,2.427514396,1118.216758,37
1389894,4,1.37662174,634.1307395,37
1389961,1,0.373787651,172.1825484,37
1389961,2,0.964101816,444.1064527,37
1390008,1,0.561715319,197.105405,75
1390010,1,0.791053832,205.9462161,95
1390010,2,0.478422136,124.5543914,95
1390030,1,0.70058467,231.8671273,99
1390030,2,0.453068518,149.9486075,99
1390030,3,1.029338216,340.6721634,99
1390030,4,1.029338216,340.6721634,99
1390030,5,1.049135268,347.2242416,99
1390030,6,1.049135268,347.2242416,99
1390056,1,1.790325089,735.3781165,71
1390056,2,1.129757907,464.0493768,71
1390056,3,0.948276879,389.5058332,71
1390056,4,0.972536203,399.4703787,71
1390056,5,0.948276879,389.5058332,71
1390056,6,0.948276879,389.5058332,71
1390062,1,0.761142686,350.6148133,37
1390062,2,0.726758827,334.7761399,37
1390062,3,0.629363832,289.9118478,37
1390062,4,0.910520882,419.4247874,37
1390098,1,0.905620955,148.0935289,87
1390098,2,1.910375584,312.3980955,87
1390098,3,1.72593552,282.2371548,87
1390116,1,0.618917799,285.0999589,37
1390116,2,0.583925227,268.9808864,37
1390116,3,0.370068742,170.4694605,37
1390116,4,0.370068742,170.4694605,37
1390164,1,0.749313316,349.5528228,59
1390164,2,0.524110624,244.4963199,59
1390229,1,1.721560015,309.5504752,23
1390229,2,2.847469458,511.998139,23
1390288,1,1.007195636,303.5045513,19
1390288,2,0.980872116,295.5723208,19
1390288,3,1.794330045,540.6966787,19
1390288,4,1.794330045,540.6966787,19
1390363,1,3.419571277,627.984107,17
1390363,2,3.186390157,585.1617687,17
1390363,3,3.809430242,699.5794075,17
1390363,4,2.661692476,488.8041326,17
1390386,1,2.171043552,765.6308648,1
1390386,2,1.957243481,690.2330528,1
1390386,3,1.038591014,366.2650322,1
1390386,4,1.135402619,400.4061955,1
1390386,5,2.171043552,765.6308648,1
1390468,1,0.506886665,150.2516358,85
1390468,2,0.17952366,53.21450621,85
1390468,3,0.197291522,58.48126615,85
1390468,4,0.236918195,70.22742723,85
1390468,5,0.24412347,72.36321883,85
1390492,1,0.266471043,122.7479376,37
1390492,2,0.150220395,69.19792678,37
1390492,3,0.067431065,31.06162721,37
1390492,4,0.044160547,20.34223302,37
1390516,1,0.627592569,289.0959285,37
1390516,2,0.941979307,433.9158805,37
1390516,3,2.55200805,1175.56385,37
1390516,4,1.363418209,628.0486294,37
1390516,5,1.428040152,657.816255,37
1390521,1,0.626759101,268.7247521,65
1390543,1,2.133510856,752.3947457,1
1390562,1,0.703373809,279.7699425,83
1390562,2,0.622950286,247.7811421,83
1390562,3,1.874956375,745.7719216,83
1390572,1,1.505134188,693.3290593,37
1390572,2,1.437016691,661.9512324,37
1390572,3,1.617203721,744.9530704,37
1390572,4,3.274468597,1508.360019,37
1390660,1,3.991086719,1838.464917,37
1390660,2,2.535711305,1168.056873,37
1390660,3,2.034993128,937.404706,37
1390660,4,2.034993128,937.404706,37
1390732,1,1.168730798,758.0418936,67
1390774,1,0.595352145,189.8342037,113
1390774,2,0.602746845,192.1920804,113
1390775,1,0.414102864,177.5477842,65
1390775,2,1.219685822,522.9437752,65
1390775,3,1.559771913,668.7566567,65
1390775,4,0.877921109,376.4111797,65
1390775,5,0.878592337,376.6989705,65
1390801,1,0.400028971,141.0724933,1
1390801,2,0.402684277,142.0089022,1
1390801,3,1.126704551,397.3387723,1
1390895,1,1.290141403,411.3749619,113
1390895,2,5.000000346,1594.301948,113
1390895,3,2.356335654,751.3420526,113
1390895,4,2.435965614,776.732891,113
1390902,1,0.506037899,122.4723869,111
1390913,1,1.462379679,342.324873,41
1390913,2,1.199143338,280.7045234,41
1390928,1,2.863964466,1123.58994,77
1390928,2,1.612836049,632.7475014,77
1390928,3,2.397725017,940.6749772,77
1390928,4,2.863964466,1123.58994,77
1390928,5,2.851245093,1118.599879,77
1390945,1,0.20623445,61.13213398,85
1390945,2,1.234372291,365.8933422,85
1390945,3,1.0158233,301.1109249,85
1390945,4,1.048433567,310.7772789,85
1390945,5,1.048433567,310.7772789,85
1390974,1,1.759449343,1154.554926,73
1390974,2,1.7314453,1136.178605,73
1390992,1,0.829222128,200.6901329,111
1390992,2,4.999999439,1210.110679,111
1390992,3,2.058679175,498.2459868,111
1390992,4,3.87855393,938.6960111,111
1391048,1,0.311850878,128.0931116,71
1391048,2,1.111271681,456.4561379,71
1391052,1,0.524593959,104.469635,29
1391052,2,0.602748205,120.0335687,29
1391052,3,0.932920089,185.7852527,29
1391052,4,0.874596606,174.1704926,29
1391052,5,0.458839587,91.37505941,29
1391093,1,0.859846701,154.6074215,23
1391144,1,0.631310681,259.311598,71
1391144,2,0.155187467,63.74343309,71
1391281,1,0.606891755,96.10141178,53
1391281,2,1.220480038,193.2632198,53
1391281,3,0.994224559,157.4356266,53
1391281,4,0.994224559,157.4356266,53
1391361,1,0.525191305,134.6133532,7
1391361,2,1.194348347,306.1269946,7
1391361,3,1.05935037,271.5252597,7
1391361,4,1.05935037,271.5252597,7
1391380,1,1.40098543,415.2809043,85
1391383,1,0.979737911,451.3091055,37
1391383,2,0.37982186,174.9621627,37
1391383,3,0.448127606,206.4267051,37
1391384,1,0.673184093,310.0973307,37
1391426,1,3.204903406,588.5616178,17
1391426,2,1.305061827,239.6669113,17
1391426,3,2.495065848,458.2041347,17
1391426,4,2.677125216,491.6382644,17
1391426,5,2.677125216,491.6382644,17
1391426,6,2.495065848,458.2041347,17
1391452,1,0.785492709,322.6420454,71
1391452,2,0.765917393,314.6014617,71
1391452,3,0.643080118,264.1459078,71
1391576,1,1.03404575,443.3500646,65
1391576,2,0.350895099,150.4472745,65
1391576,3,0.743880374,318.9408321,65
1391576,4,0.744448708,319.1845068,65
1391643,1,0.265424439,93.60343904,1
1391643,2,0.171197603,60.37380903,1
1391666,1,0.647523459,302.0681044,59
1391666,2,0.56259745,262.4503299,59
1391681,1,1.514422975,272.3055528,23
1391681,2,1.350790802,242.8831588,23
1391691,1,0.918199816,422.9620318,37
1391691,2,0.876694762,403.8430322,37
1391691,3,2.090962681,963.1866715,37
1391691,4,0.737240486,339.6044399,37
1391691,5,0.737240486,339.6044399,37
1391779,1,0.931497642,611.2510118,73
1391812,1,0.328439616,97.35625923,85
1391812,2,0.318571126,94.43103579,85
1391960,1,1.33250538,82.83353962,15
1391960,2,2.054150153,127.6936894,15
1391960,3,1.697623144,105.5306313,15
1391960,4,1.697623144,105.5306313,15
1392005,1,1.907545819,878.6970349,37
1392005,2,0.737877176,339.8977261,37
1392005,3,0.912291451,420.240387,37
1392005,4,0.871054291,401.2447906,37
1392005,5,0.871054291,401.2447906,37
1392070,1,0.851332577,365.0112707,65
1392070,2,0.850682259,364.732445,65
1392070,3,0.862272014,369.7015855,65
1392105,1,0.315854732,123.9160622,77
1392105,2,0.317236412,124.4581229,77
1392167,1,0.12566398,82.46100815,73
1392167,2,0.116544719,76.47692701,73
1392176,1,0.283487833,121.546217,65
1392176,2,0.83407985,357.6141145,65
1392176,3,0.600676252,257.5416562,65
1392176,4,0.600218197,257.3452642,65
1392176,5,0.600218197,257.3452642,65
1392214,1,0.328673632,115.3312846,75
1392224,1,2.681569312,534.0179058,29
1392234,1,0.585174701,269.5564477,37
1392234,2,0.821300044,378.3258604,37
1392234,3,0.690685648,318.1592939,37
1392234,4,0.723356215,333.2087516,37
1392234,5,0.690685648,318.1592939,37
1392234,6,0.690685648,318.1592939,37
1392270,1,0.117309786,54.03789542,37
1392270,2,1.188765112,547.5959573,37
1392270,3,4.804174908,2213.008047,37
1392270,4,1.23294224,567.9458286,37
1392280,1,0.674944159,110.3716314,87
1392280,2,0.664747669,108.7042294,87
1392280,3,0.612652601,100.1852763,87
1392317,1,1.278778044,525.2595716,71
